Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2009,30,1930,WAS,Washington Wizards,21.0,NBA,C,75.0,14.0,1143.0,191.0,387.0,0.49,0.0,0.0,,191.0,387.0,0.49,0.49,107.0,162.0,0.66,120.0,174.0,294.0,23.0,33.0,75.0,61.0,155.0,489.0,,0.0
2010,30,1930,WAS,Washington Wizards,22.0,NBA,C,60.0,19.0,968.0,156.0,307.0,0.51,0.0,1.0,0.0,156.0,306.0,0.51,0.51,74.0,116.0,0.64,88.0,155.0,243.0,14.0,16.0,101.0,51.0,122.0,386.0,,0.0
2011,30,1930,WAS,Washington Wizards,23.0,NBA,C,79.0,75.0,2193.0,332.0,604.0,0.55,0.0,3.0,0.0,332.0,601.0,0.55,0.55,134.0,230.0,0.58,223.0,411.0,634.0,38.0,41.0,193.0,102.0,232.0,798.0,,1.0
2012,31,1930,TOT,Total After Trade,24.0,NBA,C,61.0,45.0,1535.0,307.0,552.0,0.56,0.0,0.0,,307.0,552.0,0.56,0.56,77.0,167.0,0.46,163.0,314.0,477.0,31.0,35.0,132.0,87.0,166.0,691.0,,0.0
2012,30,1930,WAS,Washington Wizards,24.0,NBA,C,41.0,40.0,1124.0,214.0,400.0,0.54,0.0,0.0,,214.0,400.0,0.54,0.54,58.0,116.0,0.5,127.0,235.0,362.0,25.0,25.0,101.0,68.0,118.0,486.0,,0.0
2012,8,1930,DEN,Denver Nuggets,24.0,NBA,C,20.0,5.0,411.0,93.0,152.0,0.61,0.0,0.0,,93.0,152.0,0.61,0.61,19.0,51.0,0.37,36.0,79.0,115.0,6.0,10.0,31.0,19.0,48.0,205.0,,0.0
2013,8,1930,DEN,Denver Nuggets,25.0,NBA,C,79.0,0.0,1433.0,303.0,527.0,0.57,1.0,1.0,1.0,302.0,526.0,0.57,0.58,110.0,186.0,0.59,158.0,223.0,381.0,24.0,30.0,157.0,90.0,184.0,717.0,,0.0
2014,8,1930,DEN,Denver Nuggets,26.0,NBA,C,5.0,5.0,79.0,17.0,38.0,0.45,0.0,0.0,,17.0,38.0,0.45,0.45,1.0,1.0,1.0,10.0,7.0,17.0,2.0,1.0,7.0,8.0,16.0,35.0,,0.0
2015,31,1930,TOT,Total After Trade,27.0,NBA,C,23.0,0.0,256.0,42.0,79.0,0.53,0.0,0.0,,42.0,79.0,0.53,0.53,22.0,33.0,0.67,18.0,43.0,61.0,3.0,2.0,20.0,18.0,30.0,106.0,,0.0
2015,8,1930,DEN,Denver Nuggets,27.0,NBA,C,17.0,0.0,195.0,34.0,61.0,0.56,0.0,0.0,,34.0,61.0,0.56,0.56,20.0,29.0,0.69,14.0,34.0,48.0,1.0,2.0,19.0,13.0,28.0,88.0,,0.0
2015,23,1930,PHI,Philadelphia 76Ers,27.0,NBA,C,6.0,0.0,61.0,8.0,18.0,0.44,0.0,0.0,,8.0,18.0,0.44,0.44,2.0,4.0,0.5,4.0,9.0,13.0,2.0,0.0,1.0,5.0,2.0,18.0,,0.0
2016,7,1930,DAL,Dallas Mavericks,28.0,NBA,C,34.0,2.0,370.0,77.0,134.0,0.57,0.0,1.0,0.0,77.0,133.0,0.58,0.57,18.0,36.0,0.5,53.0,80.0,133.0,3.0,5.0,26.0,21.0,49.0,172.0,,0.0
2017,10,1930,GSW,Golden State Warriors,29.0,NBA,C,77.0,10.0,739.0,208.0,319.0,0.65,0.0,3.0,0.0,208.0,316.0,0.66,0.65,56.0,111.0,0.5,100.0,144.0,244.0,17.0,19.0,67.0,40.0,109.0,472.0,,0.0
2018,10,1930,GSW,Golden State Warriors,30.0,NBA,C,65.0,17.0,615.0,136.0,219.0,0.62,0.0,6.0,0.0,136.0,213.0,0.64,0.62,38.0,52.0,0.73,59.0,110.0,169.0,33.0,21.0,57.0,27.0,91.0,310.0,,0.0
2019,14,1930,LAL,Los Angeles Lakers,31.0,NBA,C,75.0,62.0,1671.0,400.0,641.0,0.62,1.0,12.0,0.08,399.0,629.0,0.63,0.62,96.0,152.0,0.63,195.0,371.0,566.0,52.0,47.0,148.0,108.0,208.0,897.0,,0.0
2020,14,1930,LAL,Los Angeles Lakers,32.0,NBA,C,68.0,68.0,1130.0,195.0,306.0,0.64,3.0,6.0,0.5,192.0,300.0,0.64,0.64,53.0,82.0,0.65,125.0,265.0,390.0,37.0,36.0,94.0,55.0,159.0,446.0,,0.0
2021,6,1930,CLE,Cleveland Cavaliers,33.0,NBA,C,16.0,1.0,261.0,49.0,112.0,0.44,4.0,13.0,0.31,45.0,99.0,0.46,0.46,21.0,36.0,0.58,29.0,65.0,94.0,18.0,9.0,20.0,19.0,40.0,123.0,,0.0
