Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,8,DEN,Denver Nuggets,Ty Lawson,24,7,7,242,8.3,16.2,0.51,1.3,4.2,0.32,7.0,12.0,0.58,1.8,2.8,0.63,0.6,2.1,2.7,6.2,1.0,0.1,1.2,1.8,19.8
2012,8,DEN,Denver Nuggets,Arron Afflalo,26,7,7,229,4.7,11.6,0.4,0.6,3.1,0.2,4.1,8.5,0.48,1.9,2.4,0.8,0.8,3.1,3.9,3.0,0.8,0.3,1.4,2.2,11.9
2012,8,DEN,Denver Nuggets,Danilo Gallinari,23,7,7,222,5.5,15.2,0.36,0.6,3.7,0.17,4.9,11.5,0.42,3.6,3.9,0.92,1.5,4.4,5.8,2.8,0.8,0.6,1.5,2.4,15.2
2012,8,DEN,Denver Nuggets,Andre Miller,35,7,0,200,5.6,13.1,0.42,0.7,1.3,0.57,4.9,11.9,0.41,2.3,2.7,0.87,2.5,4.5,7.0,7.6,1.6,0.2,3.1,3.4,14.2
2012,8,DEN,Denver Nuggets,Kenneth Faried,22,7,7,192,6.0,11.3,0.53,0.0,0.0,,6.0,11.3,0.53,1.7,2.3,0.75,4.7,8.4,13.1,0.7,0.9,1.5,2.6,3.7,13.7
2012,8,DEN,Denver Nuggets,JaVale McGee,24,7,0,181,4.6,10.5,0.43,0.0,0.0,,4.6,10.5,0.43,2.8,5.2,0.54,4.6,8.8,13.3,1.0,1.0,4.4,0.8,4.2,11.9
2012,8,DEN,Denver Nuggets,Al Harrington,31,7,0,163,5.3,16.6,0.32,2.2,7.7,0.29,3.1,8.8,0.35,2.2,3.3,0.67,1.5,5.1,6.6,1.3,0.7,0.2,0.7,2.9,15.0
2012,8,DEN,Denver Nuggets,Corey Brewer,25,7,0,116,7.1,16.8,0.43,1.9,6.2,0.3,5.3,10.6,0.5,1.9,2.5,0.75,1.9,2.5,4.3,1.9,2.2,0.6,0.6,3.4,18.0
2012,8,DEN,Denver Nuggets,Timofey Mozgov,25,7,5,99,4.4,9.1,0.48,0.0,0.0,,4.4,9.1,0.48,1.5,2.9,0.5,3.6,4.7,8.4,1.1,0.7,2.2,1.8,5.8,10.2
2012,8,DEN,Denver Nuggets,Kosta Koufos,22,3,2,26,1.4,4.2,0.33,0.0,0.0,,1.4,4.2,0.33,0.0,0.0,,5.5,9.7,15.2,0.0,0.0,1.4,4.2,6.9,2.8
2012,8,DEN,Denver Nuggets,Jordan Hamilton,21,2,0,5,14.4,21.6,0.67,0.0,0.0,,14.4,21.6,0.67,0.0,0.0,,0.0,0.0,0.0,0.0,7.2,0.0,7.2,7.2,28.8
2012,8,DEN,Denver Nuggets,Julyan Stone,23,2,0,5,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,0.0,0.0,,7.2,0.0,7.2,14.4,0.0,0.0,0.0,0.0,14.4
