Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,29,1440,UTA,Utah Jazz,Al Jefferson,27,4,4,141,9.2,17.4,0.53,0.0,0.3,0.0,9.2,17.1,0.54,0.3,1.0,0.25,1.8,6.9,8.7,2.6,1.3,0.8,1.3,2.6,18.6
2012,29,2002,UTA,Utah Jazz,Paul Millsap,26,4,4,139,5.2,14.0,0.37,0.0,0.8,0.0,5.2,13.2,0.39,2.1,4.1,0.5,4.4,7.0,11.4,0.5,0.3,2.6,2.3,2.8,12.4
2012,29,1238,UTA,Utah Jazz,Gordon Hayward,21,4,4,123,1.8,9.7,0.18,0.3,3.5,0.08,1.5,6.1,0.24,4.7,4.7,1.0,0.6,2.6,3.2,3.5,0.9,0.0,0.9,1.2,8.5
2012,29,1199,UTA,Utah Jazz,Devin Harris,28,4,4,120,5.7,14.4,0.4,1.2,4.5,0.27,4.5,9.9,0.46,3.0,4.2,0.71,0.0,1.8,1.8,4.5,0.9,0.6,3.6,4.2,15.6
2012,29,895,UTA,Utah Jazz,Derrick Favors,20,4,1,116,4.7,11.2,0.42,0.0,0.0,,4.7,11.2,0.42,5.3,9.0,0.59,4.3,7.4,11.8,0.6,1.6,1.9,1.6,3.4,14.6
2012,29,481,UTA,Utah Jazz,DeMarre Carroll,25,4,0,73,4.4,9.4,0.47,0.5,2.5,0.2,3.9,6.9,0.57,0.0,0.0,,3.5,3.9,7.4,1.5,1.0,0.5,1.5,4.4,9.4
2012,29,2886,UTA,Utah Jazz,Jamaal Tinsley,33,4,0,65,2.8,11.1,0.25,0.6,2.2,0.25,2.2,8.9,0.25,2.2,2.2,1.0,0.0,1.1,1.1,6.6,1.1,0.0,3.3,3.9,8.3
2012,29,424,UTA,Utah Jazz,Alec Burks,20,4,0,63,4.0,16.0,0.25,0.0,1.1,0.0,4.0,14.9,0.27,6.9,8.0,0.86,2.9,3.4,6.3,1.7,1.1,0.0,1.7,2.3,14.9
2012,29,1339,UTA,Utah Jazz,Josh Howard,31,4,3,63,2.9,9.7,0.29,0.6,1.1,0.5,2.3,8.6,0.27,2.3,2.9,0.8,2.3,5.7,8.0,2.3,1.1,0.6,1.1,1.7,8.6
2012,29,1579,UTA,Utah Jazz,Enes Kanter,19,4,0,43,5.9,13.4,0.44,0.0,0.0,,5.9,13.4,0.44,0.0,0.8,0.0,6.7,6.7,13.4,0.8,0.0,3.3,3.3,5.9,11.7
2012,29,25,UTA,Utah Jazz,Blake Ahearn,27,3,0,8,9.0,13.5,0.67,4.5,4.5,1.0,4.5,9.0,0.5,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,22.5
2012,29,877,UTA,Utah Jazz,Jeremy Evans,24,2,0,7,0.0,5.1,0.0,0.0,0.0,,0.0,5.1,0.0,10.3,10.3,1.0,0.0,15.4,15.4,5.1,5.1,0.0,0.0,5.1,10.3
