Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,14,LAL,Los Angeles Lakers,Kobe Bryant,33,12,12,476,10.0,22.8,0.44,1.3,4.5,0.28,8.7,18.2,0.48,6.0,7.2,0.83,1.2,3.2,4.4,3.9,1.2,0.2,2.6,2.5,27.2
2012,14,LAL,Los Angeles Lakers,Andrew Bynum,24,12,12,451,5.8,12.2,0.48,0.0,0.0,,5.8,12.2,0.48,4.3,5.5,0.78,3.7,6.9,10.6,1.4,0.4,3.0,1.3,1.7,16.0
2012,14,LAL,Los Angeles Lakers,Pau Gasol,31,12,12,444,5.0,11.6,0.43,0.2,0.4,0.4,4.9,11.2,0.44,1.9,2.4,0.83,3.1,6.2,9.2,3.6,0.5,2.0,1.6,2.9,12.2
2012,14,LAL,Los Angeles Lakers,Ramon Sessions,25,12,12,380,4.1,10.8,0.38,0.4,2.4,0.16,3.7,8.4,0.44,2.5,3.3,0.74,0.3,3.1,3.4,4.1,0.4,0.1,2.1,2.6,11.0
2012,14,LAL,Los Angeles Lakers,Steve Blake,31,12,0,306,3.1,7.3,0.42,2.1,5.1,0.42,0.9,2.2,0.42,0.6,0.8,0.71,0.9,3.1,4.0,3.2,0.9,0.2,1.8,2.5,8.8
2012,14,LAL,Los Angeles Lakers,Metta World Peace,32,6,6,236,3.4,9.2,0.37,2.1,5.5,0.39,1.2,3.7,0.33,1.8,2.4,0.75,0.5,2.7,3.2,2.1,2.0,0.6,0.8,2.7,10.7
2012,14,LAL,Los Angeles Lakers,Jordan Hill,24,12,0,217,3.8,8.8,0.43,0.0,0.0,,3.8,8.8,0.43,1.8,2.7,0.69,6.5,6.1,12.6,0.2,0.5,1.3,1.2,5.3,9.5
2012,14,LAL,Los Angeles Lakers,Matt Barnes,31,11,0,185,3.1,11.5,0.27,1.0,6.0,0.16,2.1,5.4,0.39,0.4,0.8,0.5,1.8,5.3,7.0,3.1,1.9,1.0,2.9,5.6,7.6
2012,14,LAL,Los Angeles Lakers,Devin Ebanks,22,9,6,126,4.6,11.1,0.41,0.0,0.9,0.0,4.6,10.3,0.44,1.4,2.3,0.62,2.0,3.7,5.7,1.7,0.9,2.0,0.6,3.7,10.6
2012,14,LAL,Los Angeles Lakers,Josh McRoberts,24,6,0,16,2.3,9.0,0.25,0.0,2.3,0.0,2.3,6.8,0.33,0.0,0.0,,0.0,9.0,9.0,2.3,0.0,2.3,4.5,2.3,4.5
2012,14,LAL,Los Angeles Lakers,Troy Murphy,31,4,0,15,2.4,2.4,1.0,2.4,2.4,1.0,0.0,0.0,,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,4.8,0.0,7.2
2012,14,LAL,Los Angeles Lakers,Andrew Goudelock,23,4,0,10,7.2,10.8,0.67,3.6,3.6,1.0,3.6,7.2,0.5,0.0,0.0,,0.0,3.6,3.6,0.0,0.0,0.0,0.0,3.6,18.0
2012,14,LAL,Los Angeles Lakers,Christian Eyenga,22,3,0,9,8.0,12.0,0.67,0.0,0.0,,8.0,12.0,0.67,0.0,4.0,0.0,4.0,4.0,8.0,4.0,4.0,4.0,4.0,12.0,16.0
2012,14,LAL,Los Angeles Lakers,Darius Morris,21,4,0,8,13.5,13.5,1.0,4.5,4.5,1.0,9.0,9.0,1.0,13.5,18.0,0.75,0.0,0.0,0.0,13.5,0.0,0.0,4.5,4.5,45.0
