Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,23.0,ATL,NBA,C,3.0,0.0,8.0,0.0,4.5,0.0,0.0,0.0,,0.0,4.5,0.0,0.0,0.0,,4.5,4.5,9.0,0.0,4.5,0.0,4.5,9.0,0.0
2010,24.0,ATL,NBA,PF,3.0,0.0,10.0,3.6,7.2,0.5,0.0,0.0,,3.6,7.2,0.5,3.6,3.6,1.0,3.6,3.6,7.2,0.0,0.0,0.0,0.0,10.8,10.8
