SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,10,GSW,Golden State Warriors,82,242.4,45.9,90.6,0.51,3.1,9.3,0.33,42.8,81.3,0.53,23.7,31.8,0.75,13.9,29.0,42.8,25.2,10.4,4.6,16.5,25.0,118.7
1992,12,IND,Indiana Pacers,82,243.4,42.7,86.3,0.49,4.1,11.5,0.35,38.6,74.9,0.52,22.8,28.8,0.79,13.2,31.3,44.5,29.2,8.6,4.8,17.1,26.1,112.2
1992,24,PHO,Phoenix Suns,82,241.5,43.3,88.0,0.49,2.8,7.3,0.38,40.6,80.8,0.5,22.7,29.2,0.78,13.3,31.2,44.5,26.9,8.2,7.1,15.1,22.6,112.1
1992,25,POR,Portland Trail Blazers,82,242.4,42.4,89.7,0.47,4.0,11.5,0.34,38.4,78.1,0.49,22.7,30.0,0.75,15.8,31.1,46.9,25.2,9.2,5.0,16.2,24.2,111.4
1992,5,CHI,Chicago Bulls,82,241.8,44.4,87.4,0.51,1.7,5.5,0.3,42.7,81.9,0.52,19.4,26.0,0.74,14.3,29.7,44.0,27.8,8.2,5.9,13.3,20.6,109.9
1992,4,CHO,Charlotte Hornets,82,241.5,44.1,92.3,0.48,1.4,4.5,0.32,42.6,87.8,0.49,20.0,26.4,0.76,14.2,28.9,43.1,27.9,10.0,3.8,15.5,22.2,109.5
1992,6,CLE,Cleveland Cavaliers,82,241.5,41.8,85.7,0.49,3.1,8.6,0.36,38.7,77.0,0.5,22.2,27.5,0.8,12.7,29.9,42.6,27.6,7.5,7.6,13.1,19.0,108.9
1992,29,UTA,Utah Jazz,82,242.4,41.2,83.7,0.49,1.9,5.6,0.34,39.3,78.1,0.5,23.9,30.4,0.79,13.4,31.0,44.4,26.7,8.7,5.5,15.4,21.3,108.3
1992,2,BOS,Boston Celtics,82,241.2,43.2,87.8,0.49,1.3,4.4,0.31,41.9,83.4,0.5,18.9,23.4,0.81,13.4,31.5,44.9,25.3,7.8,5.9,14.2,20.6,106.6
1992,21,SEA,Seattle Supersonics,82,242.1,41.2,86.9,0.47,2.5,7.9,0.32,38.7,79.0,0.49,21.6,27.6,0.78,15.6,27.5,43.2,22.9,9.5,5.5,16.1,23.8,106.5
1992,1,ALT,Atlanta Hawks,82,242.7,42.6,91.2,0.47,2.6,8.2,0.31,40.0,83.0,0.48,18.5,25.3,0.73,15.7,30.5,46.2,25.9,9.7,3.9,15.3,21.6,106.2
1992,3,NJN,New Jersey Nets,82,241.2,42.4,92.4,0.46,2.7,8.2,0.33,39.6,84.3,0.47,17.9,24.5,0.73,18.4,29.2,47.6,23.6,9.0,7.5,17.0,22.4,105.4
1992,17,MIL,Milwaukee Bucks,82,242.4,40.5,88.0,0.46,4.5,12.3,0.37,36.0,75.7,0.48,19.5,25.7,0.76,15.8,26.5,42.3,24.6,10.5,3.9,16.5,23.2,105.0
1992,16,MIA,Miami Heat,82,241.8,39.7,86.1,0.46,3.1,9.2,0.34,36.6,77.0,0.48,22.4,28.4,0.79,14.5,28.9,43.3,21.3,8.2,4.5,16.8,22.2,105.0
1992,26,SAC,Sacramento Kings,82,241.8,40.8,87.7,0.47,2.9,8.2,0.35,37.9,79.4,0.48,19.7,26.4,0.75,12.9,28.7,41.6,23.9,8.9,7.5,16.6,21.5,104.3
1992,27,SAS,San Antonio Spurs,82,241.2,41.2,86.5,0.48,1.4,4.9,0.29,39.7,81.5,0.49,20.1,27.4,0.74,15.0,31.1,46.1,24.5,8.9,7.4,16.0,21.9,104.0
1992,13,LAC,Los Angeles Clippers,82,241.8,40.8,86.3,0.47,1.8,6.1,0.29,39.0,80.2,0.49,19.5,27.1,0.72,13.8,29.2,43.0,25.0,10.0,6.1,15.5,22.8,102.9
1992,30,WAB,Washington Bullets,82,242.1,41.0,89.0,0.46,1.8,6.5,0.27,39.2,82.5,0.48,18.5,23.9,0.78,13.0,28.6,41.6,24.5,8.7,5.1,15.3,22.6,102.4
1992,11,HOU,Houston Rockets,82,242.4,39.9,84.1,0.48,4.0,11.7,0.34,35.9,72.4,0.5,18.2,24.6,0.74,13.1,29.7,42.8,25.1,8.0,7.0,16.8,21.6,102.0
1992,23,PHI,Philadelphia 76Ers,82,240.9,38.9,82.5,0.47,2.8,8.3,0.33,36.1,74.2,0.49,21.4,27.6,0.78,12.9,28.2,41.1,21.4,8.4,5.9,15.1,19.3,101.9
1992,22,ORL,Orlando Magic,82,240.3,39.3,86.6,0.45,2.4,7.4,0.32,36.9,79.2,0.47,20.6,27.7,0.75,14.3,28.4,42.7,21.9,7.8,4.5,16.9,24.1,101.6
1992,20,NYK,New York Knicks,82,242.1,40.4,84.7,0.48,2.5,7.5,0.32,37.9,77.2,0.49,18.3,25.0,0.73,14.5,30.4,44.8,26.0,7.7,4.7,15.1,23.2,101.6
1992,18,MIN,Minnesota Timberwolves,82,241.5,41.0,89.5,0.46,1.5,4.8,0.32,39.5,84.7,0.47,16.8,22.6,0.74,14.2,26.4,40.7,24.7,7.5,6.4,14.1,22.8,100.5
1992,14,LAL,Los Angeles Lakers,82,241.8,38.8,85.1,0.46,1.5,5.4,0.27,37.4,79.7,0.47,21.3,27.8,0.77,14.1,26.8,40.9,22.0,9.2,4.9,13.3,18.8,100.4
1992,8,DEN,Denver Nuggets,82,241.2,39.8,90.0,0.44,1.5,5.1,0.3,38.2,84.9,0.45,18.6,25.2,0.74,16.5,28.7,45.1,18.9,9.4,5.6,17.6,24.2,99.7
1992,9,DET,Detroit Pistons,82,241.2,38.9,83.7,0.46,2.0,6.4,0.31,36.9,77.3,0.48,19.1,25.7,0.74,14.8,29.5,44.3,23.2,6.7,4.4,14.8,20.1,98.9
1992,7,DAL,Dallas Mavericks,82,240.9,38.0,86.6,0.44,3.3,9.7,0.34,34.8,76.9,0.45,18.3,24.4,0.75,14.6,29.7,44.3,19.9,6.5,4.3,14.7,22.8,97.6
