SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2017,6,CLE,00,Chris Andersen,C,6-10,245,1978-07-07,US,14,Blinn College
2017,6,CLE,6,Andrew Bogut,C,7-0,260,1984-11-28,AU,11,Utah
2017,6,CLE,3,Mike Dunleavy,SF,6-9,230,1980-09-15,US,14,Duke
2017,6,CLE,20,Kay Felder,PG,5-9,176,1995-03-29,US,R,Oakland
2017,6,CLE,8,Channing Frye,C,7-0,255,1983-05-17,US,10,Arizona
2017,6,CLE,2,Kyrie Irving,PG,6-2,195,1992-03-23,AU,5,Duke
2017,6,CLE,23,LeBron James,SF,6-9,250,1984-12-30,US,13,
2017,6,CLE,24,Richard Jefferson,SF,6-7,233,1980-06-21,US,15,Arizona
2017,6,CLE,30,Dahntay Jones,SF,6-6,225,1980-12-27,US,12,"Rutgers University, Duke"
2017,6,CLE,1,James Jones,SF,6-8,218,1980-10-04,US,13,Miami (FL)
2017,6,CLE,26,Kyle Korver,SG,6-7,212,1981-03-17,US,13,Creighton
2017,6,CLE,14,DeAndre Liggins,SG,6-6,209,1988-03-31,US,3,Kentucky
2017,6,CLE,0,Kevin Love,PF,6-8,251,1988-09-07,US,8,UCLA
2017,6,CLE,12,Jordan McRae,SG,6-5,179,1991-03-28,US,1,Tennessee
2017,6,CLE,9,Larry Sanders,C,6-11,235,1988-11-21,US,5,VCU
2017,6,CLE,4,Iman Shumpert,SG,6-5,215,1990-06-26,US,5,Georgia Tech
2017,6,CLE,5,J.R. Smith,SG,6-6,225,1985-09-09,US,12,
2017,6,CLE,40,Edy Tavares,C,7-3,260,1992-03-22,CV,1,
2017,6,CLE,13,Tristan Thompson,C,6-9,254,1991-03-13,CA,5,Texas
2017,6,CLE,31,Deron Williams,PG,6-3,200,1984-06-26,US,11,Illinois
2017,6,CLE,3-32,Derrick Williams,PF,6-8,240,1991-05-25,US,5,Arizona
