SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2017,26,SAC,40,Arron Afflalo,SG,6-5,210,1985-10-15,US,9,UCLA
2017,26,SAC,22,Matt Barnes,SF,6-7,226,1980-03-09,US,13,UCLA
2017,26,SAC,18,Omri Casspi,PF,6-9,225,1988-06-22,IL,7,
2017,26,SAC,0,Willie Cauley-Stein,C,7-0,240,1993-08-18,US,1,Kentucky
2017,26,SAC,7,Darren Collison,PG,6-0,175,1987-08-23,US,7,UCLA
2017,26,SAC,15,DeMarcus Cousins,C,6-10,270,1990-08-13,US,6,Kentucky
2017,26,SAC,32,Tyreke Evans,SF,6-6,220,1989-09-19,US,7,Memphis
2017,26,SAC,20,Jordan Farmar,PG,6-2,180,1986-11-30,US,9,UCLA
2017,26,SAC,9,Langston Galloway,PG,6-1,200,1991-12-09,US,2,Saint Joseph's
2017,26,SAC,8,Rudy Gay,SF,6-8,250,1986-08-17,US,10,UConn
2017,26,SAC,24,Buddy Hield,SG,6-4,220,1992-12-17,BS,R,Oklahoma
2017,26,SAC,41,Kosta Koufos,C,7-0,245,1989-02-24,US,8,Ohio State
2017,26,SAC,3,Skal Labissiere,PF,6-10,235,1996-03-18,HT,R,Kentucky
2017,26,SAC,10,Ty Lawson,PG,5-11,195,1987-11-03,US,7,UNC
2017,26,SAC,23,Ben McLemore,SG,6-3,195,1993-02-11,US,3,Kansas
2017,26,SAC,13,Georgios Papagiannis,C,7-1,240,1997-07-03,GR,R,
2017,26,SAC,5,Malachi Richardson,SG,6-6,205,1996-01-05,US,R,Syracuse
2017,26,SAC,17,Garrett Temple,SG,6-5,195,1986-05-08,US,6,LSU
2017,26,SAC,43,Anthony Tolliver,PF,6-8,240,1985-06-01,US,8,Creighton
