NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
5,Luke Babbitt,SF,6-9,225,1989-06-20,US,6,Nevada
7,Goran Dragić,PG,6-3,190,1986-05-06,SI,8,
2,Wayne Ellington,SG,6-4,207,1987-11-29,US,7,UNC
40,Udonis Haslem,C,6-8,235,1980-06-09,US,13,Florida
16,James Johnson,PF,6-7,240,1987-02-20,US,7,Wake Forest
8,Tyler Johnson,PG,6-3,186,1992-05-07,US,2,Fresno State
17,Rodney McGruder,SG,6-4,205,1991-07-29,US,R,Kansas State
4,Josh McRoberts,PF,6-10,240,1987-02-28,US,9,Duke
35,Willie Reed,C,6-10,220,1990-05-16,US,1,Saint Louis
0,Josh Richardson,SG,6-5,200,1993-09-15,US,1,Tennessee
11,Dion Waiters,SG,6-3,215,1991-12-10,US,4,Syracuse
15,Okaro White,PF,6-8,205,1992-08-13,US,R,Florida State
21,Hassan Whiteside,C,7-0,265,1989-06-13,US,4,Marshall
22,Derrick Williams,PF,6-8,240,1991-05-25,US,5,Arizona
20,Justise Winslow,SF,6-6,222,1996-03-26,US,1,Duke
