NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
4,Quincy Acy,PF,6-7,240,1990-10-06,US,4,Baylor
1,Justin Anderson,SF,6-6,230,1993-11-19,US,1,Virginia
5,J.J. Barea,PG,5-10,180,1984-06-26,PR,10,Northeastern University
40,Harrison Barnes,PF,6-8,225,1992-05-30,US,4,UNC
42,Ben Bentil,PF,6-9,235,1995-03-29,GH,R,Providence
6,Andrew Bogut,C,7-0,260,1984-11-28,AU,11,Utah
9,Nicolás Brussino,SG,6-7,195,1993-03-02,AR,R,
2,Quinn Cook,PG,6-1,180,1993-03-23,US,R,Duke
30,Seth Curry,PG,6-2,185,1990-08-23,US,3,"Liberty, Duke"
11,Yogi Ferrell,PG,6-0,178,1993-05-09,US,R,Indiana
10,Dorian Finney-Smith,PF,6-7,220,1993-05-04,US,R,Florida
3,Jonathan Gibson,PG,6-2,185,1987-11-08,US,R,New Mexico State
20,A.J. Hammons,C,7-0,260,1992-08-27,US,R,Purdue
34,Devin Harris,PG,6-3,185,1983-02-27,US,12,Wisconsin
6,Manny Harris,SG,6-5,185,1989-09-21,US,3,Michigan
55,Pierre Jackson,PG,5-10,180,1991-08-29,US,R,Baylor
14,DeAndre Liggins,SG,6-6,209,1988-03-31,US,3,Kentucky
23,Wesley Matthews,SG,6-4,220,1986-10-14,US,7,Marquette
50,Salah Mejri,C,7-2,235,1986-06-15,TN,1,
3,Nerlens Noel,C,6-10,220,1994-04-10,US,2,Kentucky
41,Dirk Nowitzki,PF,7-0,245,1978-06-19,DE,18,
7,Dwight Powell,C,6-10,240,1991-07-20,CA,2,Stanford
19,Jarrod Uthoff,PF,6-9,221,1993-05-19,US,R,Iowa
8,Deron Williams,PG,6-3,200,1984-06-26,US,11,Illinois
