NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
3,Bradley Beal,SG,6-3,207,1993-06-28,US,4,Florida
44,Bojan Bogdanović,SF,6-8,226,1989-04-18,BA,2,
33,Trey Burke,PG,6-0,185,1992-11-12,US,3,Michigan
13,Marcin Gortat,C,6-11,240,1984-02-17,PL,9,
4,Danuel House,SG,6-6,220,1993-06-07,US,R,Texas A&M
7,Brandon Jennings,PG,6-1,170,1989-09-23,US,7,
9,Sheldon Mac,SG,6-5,200,1992-12-21,US,R,Miami (FL)
28,Ian Mahinmi,C,6-11,262,1986-11-05,FR,8,
1,Chris McCullough,PF,6-11,200,1995-02-05,US,1,Syracuse
5,Markieff Morris,PF,6-8,245,1989-09-02,US,5,Kansas
44,Andrew Nicholson,PF,6-9,250,1989-12-08,CA,4,St. Bonaventure
32,Daniel Ochefu,C,6-11,245,1993-12-15,US,R,Villanova
12,Kelly Oubre,SF,6-7,203,1995-12-09,US,1,Kansas
22,Otto Porter,SF,6-8,198,1993-06-03,US,3,Georgetown
31,Tomáš Satoranský,SG,6-7,210,1991-10-30,CZ,R,
14,Jason Smith,C,7-0,240,1986-03-02,US,8,Colorado State
15,Marcus Thornton,SG,6-4,205,1987-06-05,US,7,LSU
2,John Wall,PG,6-4,210,1990-09-06,US,6,Kentucky
