Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,21.0,NYK,NBA,PG,59.0,35.0,1705.0,214.0,534.0,0.401,48.0,157.0,0.306,166.0,377.0,0.44,0.446,87.0,109.0,0.798,42.0,144.0,186.0,164.0,101.0,8.0,111.0,173.0,563.0
2013,22.0,NYK,NBA,SG,45.0,45.0,996.0,109.0,275.0,0.396,51.0,127.0,0.402,58.0,148.0,0.392,0.489,36.0,47.0,0.766,31.0,105.0,136.0,75.0,43.0,7.0,37.0,99.0,305.0
2014,23.0,NYK,NBA,SG,74.0,58.0,1962.0,183.0,484.0,0.378,76.0,228.0,0.333,107.0,256.0,0.418,0.457,53.0,71.0,0.746,81.0,227.0,308.0,129.0,92.0,13.0,79.0,209.0,495.0
2015,24.0,TOT,NBA,SG,62.0,25.0,1545.0,193.0,471.0,0.41,67.0,196.0,0.342,126.0,275.0,0.458,0.481,43.0,64.0,0.672,55.0,169.0,224.0,135.0,81.0,16.0,91.0,138.0,496.0
2015,24.0,NYK,NBA,SG,24.0,24.0,625.0,88.0,215.0,0.409,23.0,66.0,0.348,65.0,149.0,0.436,0.463,25.0,37.0,0.676,22.0,59.0,81.0,78.0,30.0,3.0,42.0,67.0,224.0
2015,24.0,CLE,NBA,SG,38.0,1.0,920.0,105.0,256.0,0.41,44.0,130.0,0.338,61.0,126.0,0.484,0.496,18.0,27.0,0.667,33.0,110.0,143.0,57.0,51.0,13.0,49.0,71.0,272.0
2016,25.0,CLE,NBA,SG,54.0,5.0,1316.0,114.0,305.0,0.374,43.0,146.0,0.295,71.0,159.0,0.447,0.444,40.0,51.0,0.784,32.0,171.0,203.0,92.0,54.0,19.0,57.0,119.0,311.0
2017,26.0,CLE,NBA,SG,76.0,31.0,1937.0,201.0,489.0,0.411,94.0,261.0,0.36,107.0,228.0,0.469,0.507,71.0,90.0,0.789,39.0,179.0,218.0,109.0,62.0,27.0,78.0,150.0,567.0
2018,27.0,CLE,NBA,SG,14.0,6.0,276.0,22.0,58.0,0.379,7.0,26.0,0.269,15.0,32.0,0.469,0.44,11.0,15.0,0.733,7.0,34.0,41.0,17.0,9.0,4.0,16.0,22.0,62.0
2019,28.0,TOT,NBA,SG,62.0,41.0,1481.0,167.0,446.0,0.374,95.0,273.0,0.348,72.0,173.0,0.416,0.481,36.0,45.0,0.8,27.0,156.0,183.0,112.0,59.0,24.0,50.0,127.0,465.0
2019,28.0,SAC,NBA,SG,42.0,40.0,1099.0,133.0,348.0,0.382,74.0,202.0,0.366,59.0,146.0,0.404,0.489,34.0,41.0,0.829,19.0,110.0,129.0,91.0,47.0,20.0,38.0,92.0,374.0
2019,28.0,HOU,NBA,SG,20.0,1.0,382.0,34.0,98.0,0.347,21.0,71.0,0.296,13.0,27.0,0.481,0.454,2.0,4.0,0.5,8.0,46.0,54.0,21.0,12.0,4.0,12.0,35.0,91.0
2020,29.0,BRK,NBA,SF,13.0,0.0,241.0,21.0,64.0,0.328,8.0,33.0,0.242,13.0,31.0,0.419,0.391,4.0,7.0,0.571,9.0,25.0,34.0,12.0,12.0,2.0,10.0,21.0,54.0
