PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Mitch Richmond,30,4,146,16.7,0.605,0.426,0.648,2.5,11.8,7.2,16.4,1.1,0.0,17.8,26.2,,0.3,0.2,0.4,0.138,,3.1,-0.7,2.5,0.2
Olden Polynice,31,4,141,18.7,0.55,0.022000000000000002,0.196,14.1,27.9,21.0,4.3,0.4,4.5,5.7,17.0,,0.3,0.2,0.5,0.187,,2.7,0.0,2.7,0.2
Billy Owens,26,4,131,8.1,0.45,0.11800000000000001,0.17600000000000002,4.7,19.7,12.3,19.4,1.6,0.7,23.1,16.5,,-0.2,0.2,0.0,0.013999999999999999,,-3.3,1.1,-2.2,0.0
Brian Grant,23,4,124,5.3,0.405,0.0,0.33299999999999996,7.0,12.9,10.0,6.0,0.8,5.1,21.3,22.3,,-0.4,0.2,-0.2,-0.078,,-5.8,-1.1,-6.9,-0.2
Tyus Edney,22,4,121,12.9,0.508,0.19,0.28600000000000003,2.0,10.2,6.1,17.6,3.5,0.0,16.0,21.1,,0.0,0.2,0.2,0.08199999999999999,,-1.5,1.5,0.0,0.1
Duane Causwell,31,4,101,10.1,0.40700000000000003,0.621,0.517,4.9,3.7,4.3,23.6,5.2,0.0,21.9,20.4,,-0.2,0.2,0.0,0.003,,0.0,1.6,1.6,0.1
Michael Smith,23,4,87,12.8,0.564,0.0,0.917,10.0,21.2,15.6,15.7,0.6,2.1,10.6,9.8,,0.1,0.1,0.3,0.153,,-0.1,2.1,2.0,0.1
Lionel Simmons,27,4,77,18.2,0.527,0.273,0.212,6.4,12.8,9.6,22.0,4.1,2.4,14.3,24.7,,0.1,0.2,0.2,0.141,,2.0,3.9,5.9,0.2
Duane Causwell,27,2,25,4.6,0.525,0.33299999999999996,1.3330000000000002,5.0,19.7,12.3,6.4,0.0,0.0,29.6,12.2,,0.0,0.0,0.0,0.016,,-3.6,0.1,-3.5,0.0
Kevin Gamble,30,2,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.018000000000000002,,-2.6,-1.5,-4.0,0.0
Bobby Hurley,24,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.018000000000000002,,-5.2,-2.6,-7.9,0.0
Corliss Williamson,22,1,2,4.6,0.34700000000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,,0.0,0.0,0.0,-0.046,,-3.5,-6.3,-9.8,0.0
