SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1996,12,IND,Mark Jackson,30,5,186,12.1,0.45,0.35,0.33,2.1,13.5,8.3,28.6,1.9,0.0,18.2,18.3,0.0,0.2,0.3,0.07,-0.5,-0.2,-0.7,0.1
1996,12,IND,Dale Davis,26,5,184,11.6,0.5,0.0,0.36,14.5,22.3,18.7,3.8,0.9,2.8,21.8,11.9,0.0,0.3,0.3,0.08,-1.0,0.3,-0.7,0.1
1996,12,IND,Derrick McKey,29,5,180,12.1,0.51,0.21,0.23,5.9,15.8,11.3,10.5,2.2,0.5,18.2,20.3,0.0,0.3,0.3,0.08,-1.2,1.0,-0.1,0.1
1996,12,IND,Rik Smits,29,5,166,20.3,0.57,0.0,0.18,10.4,16.5,13.7,11.8,0.7,1.0,14.4,27.9,0.3,0.2,0.5,0.15,2.2,-0.1,2.1,0.2
1996,12,IND,Ricky Pierce,36,5,133,11.1,0.46,0.17,0.43,3.0,0.9,1.8,20.8,3.5,0.7,17.7,24.3,0.0,0.1,0.1,0.03,-1.1,0.8,-0.3,0.1
1996,12,IND,Antonio Davis,27,5,127,15.3,0.62,0.0,0.6,12.6,17.0,15.0,4.2,1.4,4.1,24.0,15.6,0.1,0.2,0.3,0.13,-0.2,1.7,1.5,0.1
1996,12,IND,Travis Best,23,5,84,13.6,0.58,0.27,0.32,4.8,10.9,8.0,20.2,4.1,0.0,28.5,19.9,0.0,0.1,0.1,0.08,-2.1,2.8,0.7,0.1
1996,12,IND,Duane Ferrell,30,5,69,7.8,0.4,0.0,0.42,11.6,5.0,8.0,7.8,3.3,0.0,15.1,18.3,-0.1,0.1,0.0,0.01,-3.8,0.5,-3.3,0.0
1996,12,IND,Haywoode Workman,30,5,53,12.0,0.56,0.31,0.12,2.5,4.3,3.5,7.1,2.2,0.0,10.6,17.0,0.1,0.0,0.1,0.12,0.1,1.3,1.4,0.1
1996,12,IND,Reggie Miller,30,1,31,35.8,0.61,0.35,0.88,4.3,0.0,2.0,7.4,1.9,0.0,0.0,36.2,0.3,0.0,0.3,0.47,15.0,3.2,18.2,0.2
1996,12,IND,Eddie Johnson,36,1,9,-18.3,0.0,0.4,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,26.4,-0.1,0.0,-0.1,-0.5,-14.8,-11.7,-26.5,-0.1
1996,12,IND,Adrian Caldwell,29,1,3,37.4,1.0,0.0,0.0,0.0,38.0,20.5,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.0,0.37,14.2,2.3,16.5,0.0
