PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Terrell Brandon,25,3,125,18.2,0.541,0.191,0.319,1.0,9.2,4.7,39.6,1.9,0.8,17.0,26.4,,0.2,0.0,0.2,0.08,,2.9,-0.4,2.5,0.1
Danny Ferry,29,3,117,6.0,0.354,0.39,0.0,1.0,17.2,8.4,14.4,1.5,1.6,8.9,19.7,,-0.2,0.1,-0.2,-0.076,,-5.1,-1.1,-6.2,-0.1
Chris Mills,26,3,105,6.0,0.344,0.152,0.03,5.8,15.1,10.0,8.7,1.1,1.8,8.2,17.7,,-0.2,0.0,-0.1,-0.068,,-4.5,-1.5,-6.0,-0.1
Michael Cage,34,3,101,17.5,0.586,0.0,0.35700000000000004,15.6,21.4,18.2,3.5,1.2,4.8,0.0,8.2,,0.3,0.1,0.3,0.159,,2.4,0.4,2.8,0.1
Bobby Phills,26,3,96,8.5,0.39399999999999996,0.28600000000000003,0.114,6.3,13.5,9.6,12.1,1.2,1.0,12.0,22.2,,-0.2,0.0,-0.2,-0.081,,-2.4,-3.1,-5.5,-0.1
Dan Majerle,30,3,91,25.4,0.626,0.639,0.25,2.7,15.8,8.7,20.7,2.6,2.1,7.0,24.1,,0.4,0.1,0.4,0.22899999999999998,,9.3,3.0,12.3,0.3
Tyrone Hill,27,3,53,21.2,0.7829999999999999,0.0,0.75,16.0,21.7,18.6,0.0,0.0,0.0,15.8,18.3,,0.2,0.0,0.2,0.20800000000000002,,1.3,-0.9,0.4,0.0
Bob Sura,22,3,18,1.9,0.667,0.0,0.0,0.0,8.0,3.7,30.8,3.3,0.0,57.1,19.9,,-0.1,0.0,-0.1,-0.184,,-10.2,-0.4,-10.6,0.0
John Crotty,26,2,9,25.2,1.136,,,13.4,0.0,7.3,17.0,6.6,10.7,53.2,10.7,,0.0,0.0,0.0,0.233,,6.4,7.5,13.8,0.0
John Amaechi,25,1,2,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,,0.0,0.0,0.0,-0.609,,-21.3,-15.4,-36.7,0.0
Antonio Lang,23,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.028999999999999998,,-4.4,-5.7,-10.2,0.0
Donny Marshall,23,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.028999999999999998,,-4.2,-5.1,-9.3,0.0
