PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Allan Houston,24,3,136,14.9,0.561,0.36200000000000004,0.345,0.9,7.1,3.9,8.9,0.0,0.6,14.1,28.5,,0.2,-0.2,0.0,0.006999999999999999,,1.2,-2.2,-1.0,0.0
Joe Dumars,32,3,123,12.8,0.5579999999999999,0.4,0.114,5.1,8.9,6.9,16.2,0.0,0.0,16.0,17.8,,0.2,-0.2,0.0,0.006,,1.3,-1.6,-0.4,0.1
Grant Hill,23,3,115,21.9,0.631,0.051,0.359,4.4,21.5,12.6,19.6,1.5,0.0,15.0,23.1,,0.4,-0.1,0.3,0.131,,3.3,1.5,4.7,0.2
Otis Thorpe,33,3,101,18.8,0.598,0.0,0.5,17.5,28.5,22.8,12.6,0.0,0.0,19.3,17.9,,0.2,-0.1,0.2,0.087,,2.3,-0.2,2.0,0.1
Mark West,35,3,78,14.0,0.524,0.0,0.619,9.7,17.6,13.5,2.4,0.7,1.1,7.0,18.4,,0.1,-0.1,0.1,0.040999999999999995,,-1.6,0.0,-1.6,0.0
Terry Mills,28,3,48,8.1,0.353,0.4,0.3,7.9,5.7,6.8,14.5,1.2,0.0,4.2,24.6,,0.0,0.0,-0.1,-0.084,,-3.0,-2.8,-5.9,0.0
Michael Curry,27,3,43,6.2,0.429,0.14300000000000002,0.0,2.9,6.4,4.6,3.8,1.3,2.0,0.0,8.1,,0.0,0.0,0.0,-0.02,,-3.5,1.9,-1.6,0.0
Lindsey Hunter,25,2,36,4.5,0.33799999999999997,0.5,0.25,3.5,3.8,3.7,4.4,1.6,0.0,0.0,12.3,,0.0,0.0,-0.1,-0.076,,-3.7,-1.9,-5.6,0.0
Don Reid,22,3,26,-1.0,0.34700000000000003,0.0,1.0,0.0,5.3,2.5,6.0,0.0,6.6,18.8,10.2,,0.0,0.0,-0.1,-0.121,,-11.0,2.5,-8.5,0.0
Lou Roe,23,2,7,8.6,0.0,0.0,0.0,18.0,19.6,18.8,0.0,8.3,0.0,0.0,7.1,,0.0,0.0,0.0,-0.019,,-4.2,2.4,-1.8,0.0
Theo Ratliff,22,1,4,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.079,,-1.1,0.0,-1.1,0.0
Eric Leckner,29,1,3,-11.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.051,,-20.1,-0.5,-20.5,0.0
