PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Anfernee Hardaway,24,12,473,24.5,0.557,0.253,0.359,5.3,9.6,7.5,26.3,2.4,0.7,9.4,27.7,,1.8,0.1,1.9,0.196,,6.9,0.5,7.4,1.1
Shaquille O'Neal,23,12,459,27.4,0.575,0.0,0.565,13.5,19.5,16.5,23.6,1.1,2.8,14.0,32.3,,1.3,0.2,1.5,0.156,,5.6,1.2,6.8,1.0
Dennis Scott,27,12,446,10.2,0.541,0.595,0.19,2.5,9.6,6.1,7.5,1.1,0.2,10.7,14.9,,0.5,0.0,0.5,0.051,,0.0,-1.1,-1.2,0.1
Nick Anderson,28,11,418,14.6,0.531,0.496,0.354,4.8,11.8,8.3,7.6,2.8,1.0,12.5,19.0,,0.4,0.2,0.6,0.07200000000000001,,1.2,0.5,1.7,0.4
Horace Grant,30,9,334,22.7,0.6709999999999999,0.0,0.16,11.7,23.8,17.8,6.4,1.2,1.5,5.6,15.1,,1.3,0.2,1.5,0.221,,4.1,0.2,4.3,0.5
Brian Shaw,29,10,217,8.4,0.43700000000000006,0.423,0.077,3.5,8.7,6.1,29.8,1.3,0.0,26.1,15.9,,0.0,0.0,-0.1,-0.012,,-2.0,-0.7,-2.7,0.0
Anthony Bowie,32,12,152,9.3,0.522,0.0,0.14800000000000002,2.5,11.6,7.1,13.0,1.1,1.1,14.8,10.5,,0.1,0.0,0.2,0.049,,-1.6,0.9,-0.8,0.0
Jon Koncak,32,12,140,4.6,0.546,0.0,1.0,7.2,13.5,10.4,2.8,2.0,2.5,22.9,4.4,,0.1,0.1,0.1,0.051,,-5.8,2.8,-3.0,0.0
Donald Royal,29,7,92,11.0,0.657,0.0,1.3330000000000002,5.5,9.6,7.5,1.5,0.0,0.9,9.5,10.8,,0.2,0.0,0.2,0.094,,0.4,-1.3,-0.9,0.0
Joe Wolf,31,11,85,0.6,0.40399999999999997,0.13,0.174,1.5,7.4,4.5,3.4,0.7,0.0,13.9,16.0,,-0.1,0.0,-0.1,-0.08199999999999999,,-8.8,-2.2,-11.0,-0.2
Brooks Thompson,25,5,48,11.8,0.54,0.28600000000000003,0.33299999999999996,7.9,5.3,6.6,24.9,0.0,1.8,27.2,32.6,,-0.1,0.0,-0.1,-0.079,,0.1,-3.8,-3.6,0.0
Anthony Bonner,27,4,16,6.8,0.387,0.0,0.667,15.8,0.0,7.9,8.6,0.0,0.0,0.0,11.5,,0.0,0.0,0.0,0.039,,-4.3,-2.4,-6.6,0.0
