SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1996,5,CHI,Scottie Pippen,30,18,742,19.4,0.47,0.37,0.28,9.7,15.8,12.6,24.9,3.5,2.0,11.3,22.2,,1.3,1.7,3.0,0.2,,4.8,3.0,7.8,1.8
1996,5,CHI,Michael Jordan,32,18,733,26.7,0.56,0.15,0.46,4.9,10.2,7.4,21.2,2.5,0.7,7.9,32.9,,3.4,1.3,4.7,0.31,,8.8,1.9,10.7,2.4
1996,5,CHI,Dennis Rodman,34,18,620,14.1,0.52,0.0,0.57,18.3,30.9,24.3,9.2,1.2,1.2,24.1,12.4,,0.5,1.4,1.9,0.15,,-0.3,0.9,0.7,0.4
1996,5,CHI,Ron Harper,32,18,494,14.8,0.52,0.35,0.31,6.1,10.7,8.3,14.8,2.8,1.3,10.6,15.7,,0.8,1.0,1.8,0.17,,1.2,3.0,4.2,0.8
1996,5,CHI,Toni KukoA,27,15,439,14.1,0.48,0.45,0.24,5.0,12.9,8.7,22.2,1.8,0.8,13.5,20.0,,0.5,0.8,1.3,0.14,,1.6,0.8,2.4,0.5
1996,5,CHI,Luc Longley,27,18,439,11.1,0.51,0.0,0.28,9.0,14.1,11.4,10.8,0.9,5.2,20.6,19.0,,0.0,0.8,0.8,0.09,,-4.3,2.2,-2.1,0.0
1996,5,CHI,Steve Kerr,30,18,357,13.7,0.61,0.61,0.36,1.0,5.4,3.1,14.0,2.2,0.0,11.4,14.4,,0.8,0.5,1.4,0.18,,1.5,1.5,3.0,0.5
1996,5,CHI,Bill Wennington,32,18,169,11.7,0.52,0.02,0.08,7.5,14.5,10.8,9.2,1.3,0.5,8.8,15.2,,0.2,0.3,0.5,0.14,,-2.3,1.4,-0.9,0.0
1996,5,CHI,Jud Buechler,27,17,127,11.4,0.58,0.55,0.1,1.8,8.1,4.8,8.0,3.0,0.0,16.8,17.1,,0.1,0.2,0.3,0.12,,-0.4,1.9,1.4,0.1
1996,5,CHI,Randy Brown,27,16,112,14.2,0.66,0.21,0.43,3.1,8.0,5.4,10.6,2.5,0.8,17.4,16.3,,0.2,0.2,0.4,0.18,,-1.0,3.8,2.8,0.1
1996,5,CHI,John Salley,31,16,85,3.9,0.5,0.0,0.64,5.5,10.6,7.9,10.7,0.7,2.2,22.1,9.6,,0.0,0.1,0.1,0.07,,-7.4,2.8,-4.5,-0.1
1996,5,CHI,James Edwards,40,6,28,4.8,0.51,0.0,0.44,0.0,18.4,8.7,0.0,0.0,0.0,8.5,19.1,,0.0,0.0,0.1,0.1,,-10.1,0.3,-9.8,-0.1
