Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
1996,5,CHI,Chicago Bulls,29.9,72.0,10.0,70,12,12.24,-0.44,11.8,115.2,101.8,13.4,91.1,0.29,0.2,0.56,0.52,13.1,36.9,0.22,71.1,United Center,969149,
1996,21,SEA,Seattle Supersonics,29.6,64.0,18.0,61,21,7.79,-0.4,7.4,110.3,102.1,8.2,93.8,0.38,0.25,0.57,0.53,16.2,29.7,0.29,69.5,KeyArena at Seattle Center,697301,16646.0
1996,29,UTA,Utah Jazz,29.5,55.0,27.0,59,23,6.59,-0.34,6.25,113.3,106.1,7.2,90.0,0.36,0.16,0.57,0.52,14.1,31.6,0.28,71.7,Delta Center,813073,19911.0
1996,27,SAS,San Antonio Spurs,29.4,59.0,23.0,58,24,6.3,-0.33,5.98,110.2,103.5,6.7,93.3,0.34,0.2,0.56,0.52,13.6,27.5,0.25,70.0,Alamodome,782701,18752.0
1996,22,ORL,Orlando Magic,27.7,60.0,22.0,56,26,5.56,-0.16,5.4,112.9,106.9,6.0,91.8,0.34,0.25,0.56,0.53,13.2,29.0,0.23,68.8,Orlando Arena,707168,17248.0
1996,14,LAL,Los Angeles Lakers,27.1,53.0,29.0,53,29,4.45,-0.24,4.21,111.4,106.6,4.8,92.4,0.31,0.2,0.56,0.52,13.3,30.1,0.23,66.8,Great Western Forum,649634,17505.0
1996,12,IND,Indiana Pacers,29.4,52.0,30.0,50,32,3.24,-0.14,3.11,110.8,107.2,3.6,89.3,0.39,0.16,0.56,0.51,15.5,33.0,0.29,69.3,Market Square Arena,673967,
1996,6,CLE,Cleveland Cavaliers,27.5,47.0,35.0,49,33,2.59,-0.09,2.49,109.9,106.7,3.2,82.3,0.3,0.26,0.55,0.51,13.7,28.6,0.23,70.2,Gund Arena,730095,
1996,9,DET,Detroit Pistons,26.8,46.0,36.0,49,33,2.5,-0.05,2.45,107.9,105.1,2.8,87.7,0.36,0.22,0.55,0.5,14.6,28.0,0.27,71.7,The Palace of Auburn Hills,730573,
1996,20,NYK,New York Knicks,30.4,47.0,35.0,48,34,2.32,-0.08,2.24,106.0,103.5,2.5,91.0,0.31,0.2,0.55,0.51,14.9,25.5,0.23,71.1,Madison Square Garden (IV),810283,
