Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1996,9,2423,DET,Detroit Pistons,Don Reid,"December 30, 1973",22.0,NBA,PF,69.0,997.0,12.1,0.6,0.0,0.41,9.8,14.6,12.3,1.8,2.6,3.2,15.7,12.5,1.1,1.8,2.9,0.14,-3.3,2.6,-0.6,0.3
1997,9,2423,DET,Detroit Pistons,Don Reid,"December 30, 1973",23.0,NBA,PF,47.0,462.0,11.1,0.52,0.01,0.29,9.9,17.1,13.6,5.1,2.0,2.7,15.4,16.0,0.3,0.8,1.0,0.11,-5.3,1.0,-4.3,-0.3
1998,9,2423,DET,Detroit Pistons,Don Reid,"December 30, 1973",24.0,NBA,PF,68.0,994.0,11.4,0.57,0.0,0.4,9.2,11.8,10.5,4.2,1.4,4.2,11.9,11.0,1.5,1.3,2.8,0.14,-2.5,1.5,-1.1,0.2
1999,9,2423,DET,Detroit Pistons,Don Reid,"December 30, 1973",25.0,NBA,PF,47.0,935.0,12.5,0.58,0.0,0.45,8.6,13.7,11.1,6.0,1.6,3.7,14.7,12.4,1.4,1.3,2.7,0.14,-1.9,1.4,-0.5,0.4
2000,31,2423,TOT,Total After Trade,Don Reid,"December 30, 1973",26.0,NBA,PF,38.0,498.0,12.1,0.57,0.0,0.3,7.1,16.6,11.8,3.5,2.5,4.5,15.3,13.3,0.5,0.7,1.1,0.11,-3.8,2.1,-1.8,0.0
2000,9,2423,DET,Detroit Pistons,Don Reid,"December 30, 1973",26.0,NBA,PF,21.0,165.0,4.1,0.48,0.0,0.18,3.5,14.0,8.8,0.9,1.5,5.3,23.1,12.7,-0.2,0.2,0.0,-0.01,-8.0,1.8,-6.2,-0.2
2000,30,2423,WAS,Washington Wizards,Don Reid,"December 30, 1973",26.0,NBA,PF,17.0,333.0,16.0,0.6,0.0,0.36,8.9,17.8,13.3,4.8,3.0,4.1,11.7,13.6,0.7,0.5,1.2,0.17,-1.8,2.2,0.4,0.2
2001,22,2423,ORL,Orlando Magic,Don Reid,"December 30, 1973",27.0,NBA,PF,65.0,764.0,13.1,0.59,0.0,0.52,11.9,23.5,17.6,4.2,1.6,5.2,21.2,13.1,0.8,1.4,2.3,0.14,-4.3,1.6,-2.8,-0.2
2002,22,2423,ORL,Orlando Magic,Don Reid,"December 30, 1973",28.0,NBA,PF,68.0,714.0,10.1,0.51,0.0,0.36,10.1,17.5,13.8,5.8,1.4,4.3,19.7,17.2,0.0,0.9,0.9,0.06,-6.3,0.7,-5.5,-0.6
2003,9,2423,DET,Detroit Pistons,Don Reid,"December 30, 1973",29.0,NBA,PF,1.0,10.0,-17.3,0.13,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,-0.1,0.0,-0.1,-0.28,-20.5,-7.0,-27.5,-0.1
