PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
George Gervin,28,7,,274,13.9,27.8,0.5,0.0,0.5,0.0,13.9,27.3,0.51,6.5,8.1,0.8,1.6,4.7,6.3,4.3,0.9,0.9,3.6,3.4,34.3,,112,115
Mark Olberding,24,7,,254,11.3,20.5,0.552,0.2,0.6,0.33299999999999996,11.1,19.9,0.5589999999999999,4.1,4.9,0.84,2.1,5.8,8.0,5.8,0.8,0.0,3.3,6.0,26.9,,118,115
Reggie Johnson,23,7,,224,7.7,16.1,0.479,0.0,0.0,,7.7,16.1,0.479,4.2,5.5,0.76,3.3,4.2,7.5,3.5,0.9,1.1,2.2,6.0,19.7,,114,115
Paul Griffin,27,7,,183,3.8,6.5,0.583,0.0,0.0,,3.8,6.5,0.583,2.4,5.4,0.45,4.3,6.5,10.8,7.8,1.6,1.4,2.4,7.6,10.0,,117,112
George Johnson,32,7,,165,3.6,7.8,0.462,0.0,0.0,,3.6,7.8,0.462,2.1,3.0,0.7,7.2,11.7,18.9,1.8,0.9,4.8,2.1,6.0,9.3,,113,107
Dave Corzine,24,7,,161,8.3,16.9,0.491,0.0,0.0,,8.3,16.9,0.491,2.8,4.0,0.6920000000000001,3.7,11.1,14.8,4.9,1.2,2.5,3.4,4.6,19.4,,106,109
James Silas,31,7,,161,8.3,21.2,0.391,0.0,0.0,,8.3,21.2,0.391,8.0,9.8,0.813,1.5,3.1,4.6,5.8,1.2,0.0,5.5,2.8,24.6,,96,116
Johnny Moore,22,7,,124,7.2,14.8,0.486,0.0,1.2,0.0,7.2,13.6,0.529,2.4,3.2,0.75,3.2,2.0,5.2,10.8,4.0,0.4,3.2,5.6,16.8,,114,111
Ron Brewer,25,7,,118,12.2,25.6,0.475,0.4,1.3,0.33299999999999996,11.7,24.3,0.483,8.8,12.2,0.7240000000000001,0.0,2.1,2.1,5.5,0.4,2.5,2.5,2.5,33.6,,116,116
Kevin Restani,29,3,,11,4.5,13.5,0.33299999999999996,0.0,0.0,,4.5,13.5,0.33299999999999996,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,4.5,4.5,9.0,9.0,,54,110
Michael Wiley,23,3,,5,0.0,9.9,0.0,0.0,0.0,,0.0,9.9,0.0,19.8,19.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,19.8,,137,119
