PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Kareem Abdul-Jabbar,33,3,,134,11.0,23.9,0.462,0.0,0.0,,11.0,23.9,0.462,7.3,10.3,0.7140000000000001,4.8,13.6,18.4,4.4,1.1,2.9,4.0,5.1,29.4,,105.0,99
Norm Nixon,25,3,,133,9.3,18.1,0.51,0.0,0.0,,9.3,18.1,0.51,3.0,3.7,0.8,0.4,3.7,4.1,9.6,0.4,0.4,1.9,3.3,21.5,,117.0,110
Magic Johnson,21,3,,127,7.4,19.0,0.38799999999999996,0.0,0.0,,7.4,19.0,0.38799999999999996,5.0,7.8,0.65,3.1,12.8,15.9,8.1,3.1,1.2,4.3,5.4,19.8,,94.0,97
Jamaal Wilkes,27,3,,113,9.2,20.9,0.43799999999999994,0.0,0.4,0.0,9.2,20.5,0.447,5.2,7.8,0.667,1.7,1.7,3.5,1.7,0.4,0.4,1.7,4.4,23.5,,102.0,112
Michael Cooper,24,3,,102,5.3,9.7,0.55,0.0,1.4,0.0,5.3,8.2,0.647,4.8,6.8,0.7140000000000001,1.0,3.9,4.8,3.4,2.9,0.0,3.4,3.4,15.4,,105.0,105
Jim Chones,31,3,,67,7.3,12.5,0.588,0.0,0.0,,7.3,12.5,0.588,2.9,5.9,0.5,4.4,8.1,12.5,0.7,0.7,2.9,2.2,6.6,17.6,,111.0,104
Mark Landsberger,25,3,,32,3.1,10.8,0.28600000000000003,0.0,0.0,,3.1,10.8,0.28600000000000003,1.5,1.5,1.0,13.8,9.2,23.1,0.0,1.5,0.0,1.5,7.7,7.7,,105.0,103
Jim Brewer,29,3,,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,,,108
Eddie Jordan,26,2,,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,0.0,,200.0,114
Brad Holland,24,1,,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.2,0.0,0.0,,0.0,114
