PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Sidney Moncrief,23,7,,277,5.4,12.4,0.435,0.0,0.0,,5.4,12.4,0.435,6.8,9.2,0.745,3.4,5.0,8.4,3.6,2.2,0.5,3.6,4.3,17.6,,108,109
Marques Johnson,24,7,,266,14.0,25.2,0.556,0.0,0.2,0.0,14.0,25.1,0.56,4.3,6.0,0.7190000000000001,7.7,4.7,12.3,6.4,1.9,1.3,2.4,2.6,32.4,,129,109
Bob Lanier,32,7,,236,10.5,17.9,0.588,0.0,0.0,,10.5,17.9,0.588,4.8,6.7,0.7190000000000001,2.5,8.4,11.0,5.9,2.5,1.7,3.2,3.8,25.9,,123,105
Junior Bridgeman,27,7,,183,11.4,24.7,0.462,0.3,0.3,1.0,11.1,24.5,0.456,3.5,4.3,0.813,1.6,2.4,4.1,6.3,1.6,0.0,3.0,7.3,26.6,,110,112
Quinn Buckner,26,7,,183,7.1,16.3,0.433,0.0,0.0,,7.1,16.3,0.433,3.0,4.3,0.688,1.4,4.1,5.4,9.5,3.0,0.0,3.8,7.1,17.1,,102,108
Brian Winters,28,7,,181,7.7,16.8,0.45899999999999996,0.5,1.6,0.33299999999999996,7.1,15.1,0.473,3.3,4.4,0.75,1.1,5.2,6.3,6.0,2.7,0.3,3.3,6.0,19.2,,107,107
Mickey Johnson,28,7,,170,7.6,19.0,0.4,0.0,0.3,0.0,7.6,18.7,0.406,8.8,10.2,0.857,7.0,6.7,13.8,3.8,2.6,1.8,6.1,7.3,24.0,,102,105
Harvey Catchings,29,7,,109,1.4,7.3,0.188,0.0,0.0,,1.4,7.3,0.188,0.9,0.9,1.0,4.6,7.3,11.9,3.7,0.0,5.0,3.2,11.0,3.7,,72,108
Mike Evans,25,4,,38,11.8,22.3,0.529,0.0,2.6,0.0,11.8,19.6,0.6,9.2,10.5,0.875,0.0,1.3,1.3,7.9,0.0,1.3,3.9,11.8,32.7,,123,115
Pat Cummings,24,5,,25,6.0,21.9,0.273,0.0,0.0,,6.0,21.9,0.273,6.0,8.0,0.75,6.0,6.0,11.9,0.0,2.0,0.0,2.0,4.0,17.9,,91,109
Len Elmore,28,4,,12,0.0,4.1,0.0,0.0,0.0,,0.0,4.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.1,16.6,0.0,,0,117
