SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2002,25,POR,Rasheed Wallace,27,79,79,37.5,7.6,16.3,0.47,1.4,4.0,0.36,6.2,12.3,0.5,0.51,2.5,3.5,0.73,1.7,6.4,8.2,1.9,1.3,1.3,1.7,2.7,19.3
2002,25,POR,Damon Stoudamire,28,75,71,37.3,4.9,12.2,0.4,1.4,3.9,0.35,3.5,8.3,0.42,0.46,2.3,2.6,0.89,1.0,2.9,3.9,6.5,0.9,0.1,2.0,2.0,13.5
2002,25,POR,Scottie Pippen,36,62,60,32.2,4.0,9.7,0.41,0.9,2.9,0.3,3.1,6.8,0.46,0.46,1.8,2.4,0.77,1.2,3.9,5.2,5.9,1.6,0.6,2.8,2.6,10.6
2002,25,POR,Bonzi Wells,25,74,69,31.7,6.6,14.0,0.47,0.9,2.3,0.38,5.7,11.7,0.49,0.5,2.9,3.9,0.74,1.6,4.4,6.0,2.8,1.5,0.3,2.6,2.8,17.0
2002,25,POR,Dale Davis,32,78,77,31.4,3.8,7.4,0.51,0.0,0.0,,3.8,7.4,0.51,0.51,1.9,2.7,0.71,3.4,5.5,8.8,1.2,0.8,1.1,0.8,2.5,9.5
2002,25,POR,Derek Anderson,27,70,27,26.6,3.5,8.7,0.4,1.2,3.3,0.37,2.3,5.5,0.42,0.47,2.5,3.0,0.86,0.7,2.0,2.7,3.1,1.0,0.1,1.2,1.6,10.8
2002,25,POR,Ruben Patterson,26,75,13,23.5,4.3,8.3,0.52,0.1,0.5,0.25,4.1,7.8,0.53,0.52,2.6,3.7,0.7,2.1,1.9,4.0,1.4,1.1,0.5,1.5,1.9,11.2
2002,25,POR,Shawn Kemp,32,75,5,16.4,2.3,5.4,0.43,0.0,0.1,0.0,2.3,5.4,0.43,0.43,1.4,1.7,0.79,1.2,2.6,3.8,0.7,0.6,0.4,1.1,2.5,6.1
2002,25,POR,Erick Barkley,23,19,4,12.0,1.3,3.6,0.35,0.1,0.4,0.14,1.2,3.2,0.38,0.36,0.5,0.5,0.9,0.3,0.7,0.9,1.8,0.9,0.1,0.6,1.5,3.1
2002,25,POR,Steve Kerr,36,65,0,11.9,1.6,3.3,0.47,0.4,1.0,0.39,1.2,2.3,0.5,0.53,0.6,0.6,0.98,0.1,0.8,0.9,1.0,0.2,0.0,0.4,0.8,4.1
2002,25,POR,Rick Brunson,29,59,2,8.8,0.8,1.9,0.4,0.1,0.2,0.55,0.7,1.7,0.38,0.42,0.5,0.7,0.71,0.4,0.8,1.2,1.9,0.4,0.0,0.8,0.9,2.1
2002,25,POR,Mitchell Butler,31,11,0,8.2,0.9,2.1,0.44,0.1,0.3,0.33,0.8,1.8,0.45,0.46,0.7,1.1,0.67,0.5,0.7,1.3,0.5,0.0,0.1,0.5,0.9,2.6
2002,25,POR,Chris Dudley,36,43,2,7.6,0.5,1.2,0.4,0.0,0.0,0.0,0.5,1.1,0.42,0.4,0.2,0.3,0.53,0.6,1.2,1.9,0.3,0.1,0.3,0.3,1.0,1.1
2002,25,POR,Ruben Boumtje-Boumtje,23,33,1,7.4,0.4,1.0,0.41,0.0,0.0,,0.4,1.0,0.41,0.41,0.4,0.8,0.52,0.6,1.0,1.7,0.1,0.1,0.5,0.4,1.2,1.2
2002,25,POR,Zach Randolph,20,41,0,5.8,1.2,2.6,0.45,0.0,0.0,,1.2,2.6,0.45,0.45,0.4,0.7,0.67,0.8,0.9,1.7,0.3,0.2,0.1,0.4,0.7,2.8
