Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,24.0,PHO,NBA,SF,8,140,10.8,0.52,0.061,0.242,6.3,10.8,8.6,9.0,1.4,2.0,16.1,12.8,,0.1,0.1,0.1,0.039,,-0.2,-0.1,-0.3,0.1
1981,25.0,PHO,NBA,SF,7,120,13.9,0.519,0.0,0.5,7.7,9.8,8.8,9.2,1.7,3.1,16.1,16.1,,0.1,0.2,0.3,0.132,,1.7,1.0,2.7,0.1
1982,26.0,PHO,NBA,SF,7,127,13.2,0.45,0.125,0.25,6.6,7.2,6.9,12.9,2.9,5.4,12.3,12.5,,0.0,0.1,0.1,0.045,,-0.5,3.1,2.6,0.1
1983,27.0,PHO,NBA,SF,3,62,10.9,0.504,0.0,0.154,6.3,14.0,10.0,9.8,1.5,4.5,22.4,11.3,,0.0,0.1,0.1,0.05,,-2.3,1.3,-1.0,0.0
1984,28.0,PHO,NBA,SF,16,111,7.0,0.436,0.038,0.231,10.7,14.1,12.4,7.8,0.9,1.1,19.6,13.5,,-0.1,0.1,0.0,0.007,,-2.7,-0.9,-3.6,0.0
1985,29.0,PHO,NBA,SF,3,64,4.8,0.376,0.083,0.5,5.4,10.0,7.6,17.4,0.7,3.4,29.1,12.4,,-0.1,0.0,-0.1,-0.11,,-4.2,-0.8,-5.1,0.0
