Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,12,922,IND,Indiana Pacers,22.0,NBA,PG,80.0,65.0,2486.0,6.3,13.4,0.47,0.0,0.1,0.0,6.3,13.3,0.47,3.8,4.9,0.77,2.1,2.5,4.7,3.6,1.4,0.1,2.9,3.4,16.3
1986,12,922,IND,Indiana Pacers,23.0,NBA,PG,80.0,77.0,2870.0,5.5,10.8,0.51,0.0,0.1,0.17,5.5,10.7,0.51,3.3,4.4,0.74,1.3,3.6,4.8,6.3,1.6,0.1,2.6,2.9,14.2
1987,12,922,IND,Indiana Pacers,24.0,NBA,PG,82.0,82.0,2549.0,5.2,10.3,0.51,0.0,0.1,0.2,5.2,10.1,0.51,3.4,4.3,0.79,1.5,3.2,4.7,6.7,1.5,0.3,2.4,3.1,13.8
1988,12,922,IND,Indiana Pacers,25.0,NBA,PG,80.0,80.0,2733.0,5.8,11.1,0.52,0.0,0.2,0.0,5.8,11.0,0.53,3.0,3.7,0.8,1.4,3.4,4.8,7.5,1.5,0.1,2.3,3.0,14.6
1989,12,922,IND,Indiana Pacers,26.0,NBA,PG,76.0,69.0,2552.0,5.9,11.5,0.52,0.0,0.3,0.13,5.9,11.2,0.53,3.4,4.3,0.8,1.2,3.2,4.4,7.0,1.1,0.2,2.7,3.0,15.3
1990,12,922,IND,Indiana Pacers,27.0,NBA,PG,82.0,82.0,2876.0,5.8,11.5,0.51,0.2,0.4,0.35,5.7,11.1,0.51,2.9,3.7,0.78,1.5,2.6,4.0,7.6,1.2,0.1,2.6,2.7,14.7
1991,12,922,IND,Indiana Pacers,28.0,NBA,PG,69.0,45.0,1929.0,6.6,12.5,0.53,0.1,0.3,0.22,6.6,12.2,0.54,3.0,4.1,0.73,1.5,2.4,4.0,6.9,1.4,0.2,2.6,2.2,16.4
1992,12,922,IND,Indiana Pacers,29.0,NBA,PG,82.0,6.0,1737.0,6.1,12.6,0.48,0.1,0.6,0.22,6.0,12.1,0.49,2.7,3.7,0.74,1.4,2.9,4.3,5.5,1.2,0.1,2.9,2.8,15.0
1993,12,922,IND,Indiana Pacers,30.0,NBA,PG,75.0,8.0,1503.0,6.7,13.3,0.5,0.2,0.9,0.19,6.5,12.4,0.53,3.4,4.7,0.73,1.5,2.5,4.0,5.4,1.5,0.2,2.9,3.0,17.0
1994,12,922,IND,Indiana Pacers,31.0,NBA,PG,55.0,5.0,1053.0,5.0,10.9,0.46,0.0,0.1,0.0,5.0,10.7,0.47,2.2,3.0,0.74,0.9,3.3,4.2,5.9,1.4,0.2,3.0,3.4,12.2
1995,12,922,IND,Indiana Pacers,32.0,NBA,PG,55.0,1.0,686.0,4.9,9.9,0.5,0.0,0.4,0.0,4.9,9.5,0.51,3.4,4.7,0.72,1.0,3.6,4.6,5.7,1.4,0.1,2.3,4.2,13.2
1996,3,922,NJN,New Jersey Nets,33.0,NBA,PG,77.0,3.0,1747.0,4.7,10.8,0.43,0.1,0.6,0.11,4.6,10.2,0.45,2.7,3.6,0.75,1.0,2.5,3.5,5.3,0.8,0.1,2.5,2.4,12.2
