NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
12,Chris Andersen,PF,6-10,245,1978-07-07,US,2,Blinn College
15,Carmelo Anthony,SF,6-8,238,1984-05-29,US,R,Syracuse
20,Jon Barry,SG,6-4,195,1969-07-25,US,11,"University of the Pacific, Georgia Tech"
32,Ryan Bowen,PF,6-7,215,1975-11-20,US,4,Iowa
11,Earl Boykins,SG,5-5,135,1976-06-02,US,5,Eastern Michigan
23,Marcus Camby,C,6-11,220,1974-03-22,US,7,UMass
51,Michael Doleac,C,6-11,262,1977-06-15,US,5,Utah
56,Francisco Elson,C,7-0,235,1976-02-28,NL,R,California
31,Nenê Hilário,PF,6-11,250,1982-09-13,BR,1,
1,Voshon Lenard,SG,6-4,205,1973-05-14,US,8,Minnesota
24,Andre Miller,PG,6-3,200,1976-03-19,US,4,Utah
41,Mark Pope,PF,6-10,235,1972-09-11,US,4,"Washington, Kentucky"
4,Jeff Trepagnier,SG,6-4,200,1979-07-11,US,2,USC
22,Nikoloz Tskitishvili,PF,7-0,225,1983-04-14,GE,1,
5,Rodney White,SF,6-9,238,1980-06-28,US,2,UNC Charlotte
