NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
10,Mike Bibby,PG,6-1,190,1978-05-13,US,5,Arizona
32,Rodney Buford,SF,6-5,189,1977-11-02,US,3,Creighton
13,Doug Christie,SG,6-6,200,1970-05-09,US,11,Pepperdine
21,Vlade Divac,C,7-1,243,1968-02-03,RS,14,
24,Bobby Jackson,SG,6-1,185,1973-03-13,US,6,Minnesota
34,Tony Massenburg,PF,6-9,220,1967-07-31,US,11,Maryland
52,Brad Miller,PF,6-11,244,1976-04-12,US,5,Purdue
8,Anthony Peeler,SG,6-4,208,1969-11-25,US,11,Missouri
55,Jabari Smith,C,6-11,250,1977-02-12,US,2,LSU
25,Darius Songaila,PF,6-9,248,1978-02-14,LT,R,Wake Forest
16,Peja Stojaković,SF,6-10,229,1977-06-09,HR,5,
3,Gerald Wallace,SF,6-7,215,1982-07-23,US,2,Alabama
4,Chris Webber,PF,6-9,245,1973-03-01,US,10,Michigan
