NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
11,T.J. Ford,PG,6-0,165,1983-03-24,US,R,Texas
50,Dan Gadzuric,C,6-11,240,1978-02-02,NL,1,UCLA
12,Marcus Haislip,PF,6-10,230,1980-12-22,US,1,Tennessee
19,Damon Jones,PG,6-3,185,1976-08-25,US,5,Houston
6,Brevin Knight,PG,5-10,173,1975-11-08,US,6,Stanford
7,Toni Kukoč,PF,6-10,192,1968-09-18,HR,10,
3,Dan Langhi,SF,6-11,220,1977-11-28,US,3,Vanderbilt
24,Desmond Mason,SF,6-7,224,1977-10-11,US,3,Oklahoma State
6,Joel Przybilla,C,7-1,255,1979-10-10,US,3,Minnesota
22,Michael Redd,SG,6-6,220,1979-08-24,US,3,Ohio State
15,Daniel Santiago,C,7-1,256,1976-06-24,US,2,"New Mexico, Saint Vincent College"
54,Brian Skinner,C,6-9,255,1976-05-19,US,5,Baylor
8,Joe Smith,PF,6-10,225,1975-07-26,US,8,Maryland
20,Erick Strickland,PG,6-3,210,1973-11-25,US,7,Nebraska
5,Tim Thomas,SF,6-10,230,1977-02-26,US,6,Villanova
44,Keith Van Horn,SF,6-10,220,1975-10-23,US,6,Utah
