SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2004,12,IND,13,Kenny Anderson,PG,6-0,168,1970-10-09,US,12,Georgia Tech
2004,12,IND,24,Jonathan Bender,SF,6-11,202,1981-01-30,US,4,
2004,12,IND,2,Jamison Brewer,PG,6-4,184,1980-11-19,US,2,Auburn
2004,12,IND,27,Primoz Brezec,C,7-2,252,1979-10-02,SI,2,
2004,12,IND,44,Austin Croshere,PF,6-9,235,1975-05-01,US,6,Providence
2004,12,IND,10,Jeff Foster,C,6-11,236,1977-01-16,US,4,Texas State University
2004,12,IND,3,Al Harrington,PF,6-9,230,1980-02-17,US,5,
2004,12,IND,8,Anthony Johnson,PG,6-3,190,1974-10-02,US,6,College of Charleston
2004,12,IND,20,Fred Jones,SG,6-4,210,1979-03-11,US,1,Oregon
2004,12,IND,33,James Jones,SF,6-8,218,1980-10-04,US,R,Miami (FL)
2004,12,IND,31,Reggie Miller,SG,6-7,185,1965-08-24,US,16,UCLA
2004,12,IND,7,Jermaine O'Neal,PF,6-11,226,1978-10-13,US,7,
2004,12,IND,62,Scot Pollard,C,6-11,265,1975-02-12,US,6,Kansas
2004,12,IND,11,Jamaal Tinsley,PG,6-3,195,1978-02-28,US,2,Iowa State
2004,12,IND,23,Metta World Peace,SF,6-6,260,1979-11-13,US,4,St. John's
