PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jerry Stackhouse,26.0,80,80.0,3215,774,1927,0.402,166,473,0.35100000000000003,608,1454,0.418,0.445,666,810,0.8220000000000001,99,216,315,410,97,54,326,160,2380
Ben Wallace,26.0,80,80.0,2760,215,439,0.49,1,4,0.25,214,435,0.49200000000000005,0.491,80,238,0.336,303,749,1052,123,107,186,117,192,511
Chucky Atkins,26.0,81,75.0,2363,380,952,0.39899999999999997,121,339,0.35700000000000004,259,613,0.423,0.46299999999999997,90,130,0.6920000000000001,28,145,173,330,67,5,149,184,971
Joe Smith,25.0,69,59.0,1941,308,765,0.40299999999999997,0,5,0.0,308,760,0.405,0.40299999999999997,231,287,0.805,160,331,491,79,47,50,88,258,847
Michael Curry,32.0,68,58.0,1485,145,319,0.455,4,9,0.444,141,310,0.455,0.461,62,73,0.8490000000000001,21,100,121,132,27,3,61,173,356
Mateen Cleaves,23.0,78,8.0,1268,160,400,0.4,5,17,0.294,155,383,0.405,0.406,97,137,0.708,26,106,132,207,49,1,139,153,422
Mikki Moore,25.0,81,2.0,1154,132,268,0.493,0,1,0.0,132,267,0.494,0.493,95,130,0.731,121,195,316,33,24,61,74,202,359
Dana Barros,33.0,60,0.0,1079,183,412,0.444,44,105,0.419,139,307,0.45299999999999996,0.498,68,80,0.85,6,88,94,110,30,2,60,63,478
Jerome Williams,27.0,33,2.0,804,88,201,0.43799999999999994,0,2,0.0,88,199,0.442,0.43799999999999994,65,90,0.722,98,180,278,32,39,10,47,81,241
Corliss Williamson,27.0,27,9.0,800,172,322,0.534,0,0,,172,322,0.534,0.534,67,107,0.626,53,115,168,28,35,8,45,87,411
Billy Owens,31.0,45,14.0,793,88,230,0.38299999999999995,3,20,0.15,85,210,0.405,0.389,19,40,0.475,84,121,205,55,32,12,39,93,198
Jud Buechler,32.0,57,3.0,737,76,164,0.46299999999999997,32,77,0.41600000000000004,44,87,0.506,0.561,9,12,0.75,20,74,94,39,21,10,25,83,193
Eric Montross,29.0,42,20.0,568,50,121,0.413,0,0,,50,121,0.413,0.413,7,26,0.26899999999999996,43,101,144,15,8,23,37,100,107
John Wallace,26.0,40,0.0,527,100,236,0.424,2,15,0.133,98,221,0.44299999999999995,0.428,35,45,0.778,25,58,83,23,13,16,36,72,237
Cedric Ceballos,31.0,13,0.0,166,28,71,0.39399999999999996,11,40,0.275,17,31,0.5479999999999999,0.47200000000000003,8,10,0.8,7,19,26,7,6,3,9,19,75
Brian Cardinal,23.0,15,0.0,126,10,31,0.32299999999999995,0,5,0.0,10,26,0.385,0.32299999999999995,11,18,0.611,8,15,23,3,7,2,9,27,31
Kornél Dávid,29.0,10,0.0,69,10,22,0.455,0,0,,10,22,0.455,0.455,0,0,,6,13,19,3,4,1,4,8,20
Team Totals,,82,,19855,2919,6880,0.424,389,1112,0.35,2530,5768,0.439,0.45299999999999996,1610,2233,0.721,1108,2626,3734,1629,613,447,1304,1955,7837
