PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Andre Miller,24.0,82,82.0,2848,452,999,0.452,17,64,0.266,435,935,0.465,0.461,375,450,0.833,94,266,360,657,119,28,265,229,1296
Clarence Weatherspoon,30.0,82,82.0,2774,347,692,0.501,0,0,,347,692,0.501,0.501,230,291,0.79,223,573,796,103,85,105,112,171,924
Lamond Murray,27.0,78,46.0,2225,391,925,0.423,61,165,0.37,330,760,0.434,0.456,155,211,0.735,104,236,340,124,83,27,141,173,998
Chris Gatling,33.0,74,6.0,1670,329,733,0.449,28,92,0.304,301,641,0.47,0.46799999999999997,156,228,0.684,99,292,391,61,52,27,119,185,842
Matt Harpring,24.0,56,55.0,1615,238,524,0.45399999999999996,13,52,0.25,225,472,0.47700000000000004,0.467,134,165,0.812,90,152,242,102,42,17,90,161,623
Robert Traylor,23.0,70,7.0,1212,161,324,0.49700000000000005,0,2,0.0,161,322,0.5,0.49700000000000005,80,141,0.5670000000000001,124,176,300,63,49,76,98,204,402
Chris Mihm,21.0,59,43.0,1166,173,391,0.442,0,1,0.0,173,390,0.444,0.442,100,126,0.794,106,174,280,16,20,53,80,156,446
Jim Jackson,30.0,39,26.0,1140,162,415,0.39,10,42,0.23800000000000002,152,373,0.408,0.402,66,84,0.7859999999999999,36,109,145,113,34,6,82,97,400
Trajan Langdon,24.0,65,5.0,1116,135,313,0.431,51,124,0.41100000000000003,84,189,0.444,0.513,68,76,0.895,12,77,89,81,38,9,52,114,389
Cedric Henderson,25.0,55,10.0,961,102,262,0.389,1,8,0.125,101,254,0.39799999999999996,0.391,30,46,0.652,19,71,90,79,29,23,63,101,235
Wesley Person,29.0,44,22.0,958,128,292,0.43799999999999994,34,84,0.405,94,208,0.452,0.49700000000000005,24,30,0.8,11,119,130,64,27,11,40,62,314
Bimbo Coles,32.0,47,0.0,804,91,239,0.381,2,16,0.125,89,223,0.39899999999999997,0.385,48,56,0.857,9,39,48,138,27,6,59,87,232
Zydrunas Ilgauskas,25.0,24,24.0,616,114,234,0.48700000000000004,0,2,0.0,114,232,0.491,0.48700000000000004,53,78,0.679,65,95,160,18,15,37,60,78,281
Chucky Brown,32.0,20,2.0,265,31,75,0.413,0,1,0.0,31,74,0.419,0.413,16,24,0.667,5,31,36,6,6,6,6,27,78
Anthony Johnson,26.0,28,0.0,232,27,81,0.33299999999999996,1,2,0.5,26,79,0.32899999999999996,0.34,11,16,0.688,7,14,21,44,6,1,14,21,66
Brevin Knight,25.0,6,0.0,93,2,15,0.133,0,0,,2,15,0.133,0.133,5,6,0.833,1,6,7,25,6,1,7,17,9
Michael Hawkins,28.0,10,0.0,76,3,9,0.33299999999999996,2,4,0.5,1,5,0.2,0.444,0,0,,2,3,5,13,2,0,6,13,8
J.R. Reid,32.0,6,0.0,39,2,5,0.4,0,0,,2,5,0.4,0.4,6,8,0.75,5,3,8,1,2,1,1,4,10
Etdrick Bohannon,27.0,6,0.0,19,2,4,0.5,0,0,,2,4,0.5,0.5,4,4,1.0,3,4,7,0,0,2,1,4,8
Larry Robinson,33.0,1,0.0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,0,0
Team Totals,,82,,19830,2890,6532,0.442,220,659,0.33399999999999996,2670,5873,0.455,0.45899999999999996,1561,2040,0.765,1015,2440,3455,1708,642,436,1350,1904,7561
