Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2011,30,WAS,Washington Wizards,John Wall,20,69,64,2606,7.8,19.1,0.41,0.7,2.3,0.3,7.1,16.8,0.42,5.9,7.7,0.77,0.7,5.5,6.2,11.3,2.4,0.7,5.1,3.4,22.2,,100,110
2011,30,WAS,Washington Wizards,JaVale McGee,23,79,75,2193,7.7,14.1,0.55,0.0,0.1,0.0,7.7,14.0,0.55,3.1,5.4,0.58,5.2,9.6,14.8,0.9,1.0,4.5,2.4,5.4,18.6,,111,106
2011,30,WAS,Washington Wizards,Andray Blatche,24,64,63,2172,10.0,22.5,0.44,0.1,0.4,0.22,9.9,22.1,0.45,5.2,6.7,0.78,4.3,8.1,12.4,3.4,2.3,1.2,4.1,4.3,25.3,,100,108
2011,30,WAS,Washington Wizards,Nick Young,25,64,40,2034,10.4,23.5,0.44,2.6,6.8,0.39,7.7,16.7,0.46,4.7,5.7,0.82,0.7,3.7,4.4,1.9,1.1,0.4,2.3,3.6,28.0,,107,114
2011,30,WAS,Washington Wizards,Kirk Hinrich,30,48,29,1471,6.9,15.2,0.45,1.5,3.9,0.38,5.4,11.3,0.48,3.2,3.7,0.88,0.5,4.0,4.5,7.3,1.9,0.3,2.9,4.1,18.5,,109,112
2011,30,WAS,Washington Wizards,Yi Jianlian,23,63,11,1112,6.7,16.0,0.42,0.1,0.6,0.23,6.5,15.4,0.42,2.9,4.2,0.68,3.6,7.8,11.4,1.2,1.2,1.5,2.3,5.3,16.3,,95,110
2011,30,WAS,Washington Wizards,Al Thornton,27,49,23,1069,7.4,15.6,0.47,0.2,1.2,0.16,7.2,14.5,0.5,3.9,5.1,0.76,2.2,5.3,7.5,2.4,1.3,0.4,2.1,4.9,18.8,,107,112
2011,30,WAS,Washington Wizards,Trevor Booker,23,65,14,1063,6.7,12.2,0.55,0.0,0.0,0.0,6.7,12.1,0.55,3.3,4.9,0.67,4.7,7.4,12.1,1.7,1.4,2.0,1.8,5.5,16.7,,118,109
2011,30,WAS,Washington Wizards,Rashard Lewis,31,32,27,1014,7.0,15.7,0.45,2.2,6.3,0.35,4.8,9.5,0.51,2.2,2.6,0.84,2.4,6.9,9.3,3.2,1.5,1.0,2.6,4.8,18.4,,107,110
2011,30,WAS,Washington Wizards,Jordan Crawford,22,26,18,867,9.7,25.0,0.39,1.4,6.0,0.24,8.3,19.0,0.44,4.1,4.6,0.88,1.3,3.2,4.5,6.0,2.1,0.2,4.0,3.0,25.0,,94,113
2011,30,WAS,Washington Wizards,Gilbert Arenas,29,21,14,726,9.2,23.3,0.39,3.3,10.2,0.32,5.8,13.0,0.45,3.9,4.7,0.84,0.4,4.5,4.9,8.2,2.1,0.8,5.0,5.4,25.6,,98,111
2011,30,WAS,Washington Wizards,Maurice Evans,32,26,12,712,7.0,16.0,0.44,1.9,5.6,0.35,5.1,10.4,0.49,2.0,2.2,0.93,2.1,3.1,5.2,1.1,1.3,0.6,1.3,4.0,18.0,,110,114
2011,30,WAS,Washington Wizards,Kevin Seraphin,21,58,1,635,5.3,11.8,0.45,0.0,0.0,,5.3,11.8,0.45,1.8,2.5,0.71,6.4,5.8,12.2,0.8,1.4,2.3,3.4,10.2,12.4,,95,110
2011,30,WAS,Washington Wizards,Cartier Martin,26,52,1,542,6.7,17.2,0.39,3.7,9.3,0.39,3.0,7.8,0.39,2.6,3.8,0.7,1.9,5.1,7.0,1.7,1.7,0.6,1.5,4.9,19.7,,109,112
2011,30,WAS,Washington Wizards,Hilton Armstrong,26,41,2,412,3.8,7.9,0.48,0.1,0.4,0.33,3.7,7.6,0.49,1.7,2.9,0.61,4.8,9.3,14.2,1.2,1.9,2.0,3.1,9.3,9.6,,96,107
2011,30,WAS,Washington Wizards,Josh Howard,30,18,10,409,7.3,20.3,0.36,0.9,3.6,0.24,6.4,16.6,0.38,3.6,5.9,0.62,2.3,7.0,9.3,3.0,1.6,0.6,2.5,4.3,19.0,,89,111
2011,30,WAS,Washington Wizards,Othyus Jeffers,25,16,1,314,4.9,10.1,0.48,0.2,0.7,0.25,4.7,9.4,0.5,4.9,7.5,0.65,4.1,6.5,10.6,3.1,2.8,0.0,2.1,5.1,14.8,,114,109
2011,30,WAS,Washington Wizards,Mustafa Shakur,26,22,0,159,6.8,19.0,0.36,0.3,3.2,0.1,6.4,15.8,0.41,2.6,4.8,0.53,2.3,4.8,7.1,8.0,1.6,1.0,5.8,4.8,16.4,,79,112
2011,30,WAS,Washington Wizards,Alonzo Gee,23,11,5,127,4.8,10.9,0.44,0.0,0.8,0.0,4.8,10.1,0.48,3.2,4.8,0.67,4.4,4.4,8.9,2.0,2.8,0.0,3.2,4.0,12.9,,97,110
2011,30,WAS,Washington Wizards,Larry Owens,28,5,0,112,5.5,11.9,0.46,2.3,4.6,0.5,3.2,7.3,0.44,0.9,2.3,0.4,0.5,4.6,5.0,3.2,3.2,2.3,2.3,6.4,14.2,,102,107
2011,30,WAS,Washington Wizards,Hamady N'Diaye,24,16,0,80,2.6,3.2,0.8,0.0,0.0,,2.6,3.2,0.8,3.8,7.7,0.5,1.3,3.2,4.5,0.0,1.3,3.2,1.9,11.5,9.0,,107,111
2011,30,WAS,Washington Wizards,Lester Hudson,26,11,0,73,4.2,16.8,0.25,2.8,10.5,0.27,1.4,6.3,0.22,1.4,2.8,0.5,0.7,2.8,3.5,11.9,2.8,0.7,4.9,7.0,12.6,,81,111
2011,30,WAS,Washington Wizards,Mike Bibby,32,2,0,29,1.8,15.9,0.11,0.0,7.1,0.0,1.8,8.8,0.2,0.0,0.0,,0.0,5.3,5.3,14.1,1.8,0.0,1.8,5.3,3.5,,60,112
