SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2011,13,LAC,Blake Griffin,21,82,82,3112,11.6,22.9,0.51,0.1,0.4,0.29,11.4,22.5,0.51,7.4,11.5,0.64,4.5,11.9,16.4,5.2,1.0,0.7,3.7,4.2,30.7,,111,107
2011,13,LAC,Eric Gordon,22,56,56,2112,10.5,23.2,0.45,2.6,7.1,0.36,7.9,16.1,0.49,7.0,8.5,0.82,1.1,2.9,4.0,6.0,1.7,0.4,3.7,2.8,30.5,,112,112
2011,13,LAC,Ryan Gomes,28,76,62,2095,5.1,12.5,0.41,1.8,5.2,0.34,3.3,7.3,0.46,1.5,2.1,0.72,1.5,4.8,6.3,2.9,1.5,0.3,1.4,3.9,13.5,,107,111
2011,13,LAC,DeAndre Jordan,22,80,66,2047,5.9,8.6,0.69,0.0,0.0,0.0,5.9,8.6,0.69,2.5,5.5,0.45,5.2,9.3,14.5,1.1,1.0,3.6,2.6,6.4,14.3,,116,105
2011,13,LAC,Eric Bledsoe,21,81,25,1841,5.8,13.6,0.42,0.9,3.3,0.28,4.9,10.4,0.47,2.8,3.7,0.74,1.9,4.4,6.3,8.1,2.6,0.7,5.4,3.7,15.2,,93,108
2011,13,LAC,Randy Foye,27,63,24,1551,6.9,17.7,0.39,2.4,7.2,0.33,4.5,10.5,0.43,4.4,5.0,0.89,0.4,3.0,3.4,5.7,1.6,0.7,3.2,4.1,20.5,,103,112
2011,13,LAC,Al-Farouq Aminu,20,81,14,1452,5.7,14.5,0.39,1.6,5.1,0.32,4.1,9.4,0.44,3.3,4.2,0.77,2.7,6.8,9.5,2.1,2.1,0.9,3.7,4.3,16.3,,94,108
2011,13,LAC,Baron Davis,31,43,35,1269,8.7,21.0,0.42,1.8,6.2,0.3,6.9,14.8,0.47,3.2,4.2,0.76,1.2,3.7,4.9,12.2,2.5,0.9,4.4,4.6,22.5,,104,109
2011,13,LAC,Chris Kaman,28,32,15,838,10.9,23.2,0.47,0.0,0.0,,10.9,23.2,0.47,2.7,3.5,0.75,3.1,10.7,13.9,2.8,1.0,3.0,3.6,4.6,24.5,,97,105
2011,13,LAC,Rasual Butler,31,41,2,744,5.1,15.7,0.32,2.9,9.0,0.33,2.2,6.7,0.32,1.3,1.9,0.67,0.7,4.6,5.3,1.9,0.6,1.0,1.5,2.4,14.3,,91,112
2011,13,LAC,Mo Williams,28,22,22,723,8.1,19.2,0.42,3.1,7.7,0.4,5.0,11.4,0.44,4.7,5.4,0.88,0.4,3.6,4.0,8.8,1.4,0.0,4.7,4.2,24.0,,106,112
2011,13,LAC,Craig Smith,27,48,0,586,9.2,16.6,0.55,0.0,0.4,0.0,9.2,16.1,0.57,4.4,6.0,0.74,3.8,6.5,10.3,2.7,1.4,0.6,2.9,7.4,22.8,,114,109
2011,13,LAC,Ike Diogu,27,36,0,470,9.1,16.3,0.56,0.0,0.0,,9.1,16.3,0.56,4.5,6.8,0.66,4.5,8.1,12.6,0.2,0.3,0.3,2.4,7.9,22.8,,113,111
2011,13,LAC,Brian Cook,30,40,0,447,8.3,19.7,0.42,3.9,9.1,0.43,4.4,10.5,0.42,1.7,2.8,0.62,2.2,8.9,11.1,1.7,1.4,1.3,2.9,8.7,22.3,,101,107
2011,13,LAC,Jamario Moon,30,19,7,278,4.6,11.0,0.42,2.0,5.2,0.39,2.6,5.8,0.45,0.9,1.1,0.83,1.7,7.1,8.7,1.3,0.6,1.1,0.9,4.8,12.3,,112,111
2011,13,LAC,Jarron Collins,32,23,0,157,1.6,4.9,0.33,0.0,0.0,,1.6,4.9,0.33,2.3,3.3,0.7,2.3,3.3,5.6,0.3,1.3,0.3,1.6,7.9,5.6,,89,112
2011,13,LAC,Willie Warren,21,19,0,134,5.0,13.5,0.37,1.9,5.8,0.33,3.1,7.7,0.4,2.3,3.1,0.75,0.4,4.2,4.6,10.4,2.3,0.0,3.1,6.2,14.3,,105,110
