Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1996,6,2790,CLE,Cleveland Cavaliers,Bob Sura,"March 25, 1973",22.0,NBA,SG,79.0,3.0,1150.0,148.0,360.0,0.41,27.0,78.0,0.35,121.0,282.0,0.43,0.45,99.0,141.0,0.7,34.0,101.0,135.0,233.0,56.0,21.0,115.0,126.0,422.0,0.0
1997,6,2790,CLE,Cleveland Cavaliers,Bob Sura,"March 25, 1973",23.0,NBA,SG,82.0,23.0,2269.0,253.0,587.0,0.43,53.0,164.0,0.32,200.0,423.0,0.47,0.48,196.0,319.0,0.61,76.0,232.0,308.0,390.0,90.0,33.0,181.0,218.0,755.0,0.0
1998,6,2790,CLE,Cleveland Cavaliers,Bob Sura,"March 25, 1973",24.0,NBA,SG,46.0,4.0,942.0,87.0,231.0,0.38,19.0,60.0,0.32,68.0,171.0,0.4,0.42,74.0,131.0,0.56,25.0,69.0,94.0,171.0,44.0,7.0,93.0,113.0,267.0,0.0
1999,6,2790,CLE,Cleveland Cavaliers,Bob Sura,"March 25, 1973",25.0,NBA,PG,50.0,6.0,841.0,70.0,210.0,0.33,9.0,45.0,0.2,61.0,165.0,0.37,0.36,65.0,103.0,0.63,21.0,81.0,102.0,152.0,46.0,14.0,67.0,98.0,214.0,0.0
2000,6,2790,CLE,Cleveland Cavaliers,Bob Sura,"March 25, 1973",26.0,NBA,SG,73.0,45.0,2216.0,356.0,815.0,0.44,122.0,332.0,0.37,234.0,483.0,0.48,0.51,175.0,251.0,0.7,50.0,238.0,288.0,284.0,91.0,19.0,148.0,201.0,1009.0,0.0
2001,10,2790,GSW,Golden State Warriors,Bob Sura,"March 25, 1973",27.0,NBA,SG,53.0,42.0,1684.0,202.0,518.0,0.39,47.0,172.0,0.27,155.0,346.0,0.45,0.44,135.0,189.0,0.71,54.0,173.0,227.0,242.0,54.0,8.0,160.0,127.0,586.0,0.0
2002,10,2790,GSW,Golden State Warriors,Bob Sura,"March 25, 1973",28.0,NBA,PG,78.0,5.0,1780.0,250.0,590.0,0.42,42.0,133.0,0.32,208.0,457.0,0.46,0.46,236.0,328.0,0.72,89.0,167.0,256.0,275.0,88.0,17.0,133.0,160.0,778.0,0.0
2003,10,2790,GSW,Golden State Warriors,Bob Sura,"March 25, 1973",29.0,NBA,SG,55.0,0.0,1130.0,135.0,328.0,0.41,28.0,85.0,0.33,107.0,243.0,0.44,0.45,103.0,148.0,0.7,58.0,109.0,167.0,177.0,45.0,2.0,82.0,108.0,401.0,0.0
2004,31,2790,TOT,Total After Trade,Bob Sura,"March 25, 1973",30.0,NBA,SG,80.0,18.0,1663.0,202.0,485.0,0.42,21.0,79.0,0.27,181.0,406.0,0.45,0.44,171.0,226.0,0.76,100.0,226.0,326.0,233.0,62.0,14.0,105.0,158.0,596.0,2.0
2004,9,2790,DET,Detroit Pistons,Bob Sura,"March 25, 1973",30.0,NBA,SG,53.0,0.0,707.0,71.0,173.0,0.41,9.0,36.0,0.25,62.0,137.0,0.45,0.44,48.0,69.0,0.7,30.0,73.0,103.0,89.0,37.0,9.0,39.0,86.0,199.0,0.0
2004,1,2790,ATL,Atlanta Hawks,Bob Sura,"March 25, 1973",30.0,NBA,SG,27.0,18.0,956.0,131.0,312.0,0.42,12.0,43.0,0.28,119.0,269.0,0.44,0.44,123.0,157.0,0.78,70.0,153.0,223.0,144.0,25.0,5.0,66.0,72.0,397.0,2.0
2005,11,2790,HOU,Houston Rockets,Bob Sura,"March 25, 1973",31.0,NBA,PG,61.0,59.0,1922.0,215.0,504.0,0.43,55.0,155.0,0.36,160.0,349.0,0.46,0.48,141.0,188.0,0.75,79.0,258.0,337.0,317.0,65.0,7.0,147.0,168.0,626.0,0.0
