Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,23,366,PHI,Philadelphia 76Ers,Scott Brooks,1965-07-31,23.0,NBA,PG,82.0,6.0,1372.0,156.0,371.0,0.42,55.0,153.0,0.36,101.0,218.0,0.46,0.5,61.0,69.0,0.88,19.0,75.0,94.0,306.0,69.0,3.0,65.0,116.0,428.0
1990,23,366,PHI,Philadelphia 76Ers,Scott Brooks,1965-07-31,24.0,NBA,PG,72.0,1.0,975.0,119.0,276.0,0.43,31.0,79.0,0.39,88.0,197.0,0.45,0.49,50.0,57.0,0.88,15.0,49.0,64.0,207.0,47.0,0.0,38.0,105.0,319.0
1991,18,366,MIN,Minnesota Timberwolves,Scott Brooks,1965-07-31,25.0,NBA,PG,80.0,0.0,980.0,159.0,370.0,0.43,45.0,135.0,0.33,114.0,235.0,0.48,0.49,61.0,72.0,0.85,28.0,44.0,72.0,204.0,53.0,5.0,51.0,122.0,424.0
1992,18,366,MIN,Minnesota Timberwolves,Scott Brooks,1965-07-31,26.0,NBA,PG,82.0,0.0,1082.0,167.0,374.0,0.45,32.0,90.0,0.36,135.0,284.0,0.48,0.49,51.0,63.0,0.81,27.0,72.0,99.0,205.0,66.0,7.0,51.0,82.0,417.0
1993,11,366,HOU,Houston Rockets,Scott Brooks,1965-07-31,27.0,NBA,PG,82.0,0.0,1516.0,183.0,385.0,0.48,41.0,99.0,0.41,142.0,286.0,0.5,0.53,112.0,135.0,0.83,22.0,77.0,99.0,243.0,79.0,3.0,72.0,136.0,519.0
1994,11,366,HOU,Houston Rockets,Scott Brooks,1965-07-31,28.0,NBA,PG,73.0,0.0,1225.0,142.0,289.0,0.49,23.0,61.0,0.38,119.0,228.0,0.52,0.53,74.0,85.0,0.87,10.0,92.0,102.0,149.0,51.0,2.0,55.0,98.0,381.0
1995,31,366,TOT,Total After Trade,Scott Brooks,1965-07-31,29.0,NBA,PG,59.0,0.0,808.0,126.0,275.0,0.46,25.0,69.0,0.36,101.0,206.0,0.49,0.5,64.0,79.0,0.81,14.0,52.0,66.0,116.0,34.0,4.0,47.0,56.0,341.0
1995,11,366,HOU,Houston Rockets,Scott Brooks,1965-07-31,29.0,NBA,PG,28.0,0.0,186.0,35.0,65.0,0.54,8.0,17.0,0.47,27.0,48.0,0.56,0.6,18.0,21.0,0.86,1.0,12.0,13.0,22.0,8.0,1.0,14.0,14.0,96.0
1995,7,366,DAL,Dallas Mavericks,Scott Brooks,1965-07-31,29.0,NBA,PG,31.0,0.0,622.0,91.0,210.0,0.43,17.0,52.0,0.33,74.0,158.0,0.47,0.47,46.0,58.0,0.79,13.0,40.0,53.0,94.0,26.0,3.0,33.0,42.0,245.0
1996,7,366,DAL,Dallas Mavericks,Scott Brooks,1965-07-31,30.0,NBA,PG,69.0,0.0,716.0,134.0,293.0,0.46,25.0,62.0,0.4,109.0,231.0,0.47,0.5,59.0,69.0,0.86,11.0,30.0,41.0,100.0,42.0,3.0,43.0,53.0,352.0
1997,20,366,NYK,New York Knicks,Scott Brooks,1965-07-31,31.0,NBA,PG,38.0,0.0,251.0,19.0,39.0,0.49,5.0,12.0,0.42,14.0,27.0,0.52,0.55,14.0,15.0,0.93,6.0,12.0,18.0,29.0,21.0,0.0,17.0,35.0,57.0
1998,6,366,CLE,Cleveland Cavaliers,Scott Brooks,1965-07-31,32.0,NBA,PG,43.0,0.0,312.0,28.0,66.0,0.42,5.0,11.0,0.46,23.0,55.0,0.42,0.46,18.0,20.0,0.9,6.0,24.0,30.0,49.0,18.0,3.0,12.0,25.0,79.0
