Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1981,17,MIL,Milwaukee Bucks,Sidney Moncrief,23,7,277,12.6,0.54,0.0,0.74,7.9,12.2,10.0,9.5,2.2,0.7,17.9,16.4,0.3,0.2,0.5,0.08,0.9,-0.4,0.5,0.2
1981,17,MIL,Milwaukee Bucks,Marques Johnson,24,7,266,27.7,0.58,0.01,0.24,17.7,11.3,14.6,21.8,1.9,1.6,8.0,24.9,1.3,0.1,1.4,0.26,11.1,-0.2,10.9,0.9
1981,17,MIL,Milwaukee Bucks,Bob Lanier,32,7,236,22.5,0.62,0.0,0.38,5.8,20.4,12.9,18.1,2.5,2.1,13.1,19.7,0.8,0.3,1.0,0.21,6.2,2.1,8.3,0.6
1981,17,MIL,Milwaukee Bucks,Junior Bridgeman,27,7,183,14.3,0.5,0.01,0.18,3.8,5.9,4.8,19.7,1.6,0.0,10.1,24.3,0.3,0.0,0.4,0.1,1.1,-1.4,-0.4,0.1
1981,17,MIL,Milwaukee Bucks,Quinn Buckner,26,7,183,12.3,0.47,0.0,0.27,3.1,9.9,6.4,26.3,3.0,0.0,17.3,18.1,0.1,0.1,0.2,0.06,-0.7,0.6,-0.2,0.1
1981,17,MIL,Milwaukee Bucks,Brian Winters,28,7,181,13.0,0.51,0.1,0.26,2.5,12.6,7.5,17.0,2.7,0.3,15.0,18.0,0.2,0.1,0.3,0.09,-0.2,0.8,0.5,0.1
1981,17,MIL,Milwaukee Bucks,Mickey Johnson,28,7,170,16.0,0.51,0.02,0.54,16.2,16.3,16.2,10.7,2.6,2.1,20.7,24.3,0.2,0.2,0.3,0.09,0.7,-0.5,0.2,0.1
1981,17,MIL,Milwaukee Bucks,Harvey Catchings,29,7,109,3.4,0.24,0.0,0.12,10.5,17.7,14.0,8.7,0.0,6.1,29.3,8.9,-0.2,0.1,-0.1,-0.04,-5.5,1.3,-4.2,-0.1
1981,17,MIL,Milwaukee Bucks,Mike Evans,25,4,38,17.6,0.61,0.12,0.47,0.0,3.2,1.5,25.0,0.0,1.6,12.8,25.3,0.2,0.0,0.1,0.18,2.0,-1.1,0.9,0.0
1981,17,MIL,Milwaukee Bucks,Pat Cummings,24,5,25,7.9,0.35,0.0,0.36,13.8,14.5,14.1,0.0,2.0,0.0,7.3,22.5,0.0,0.0,0.0,-0.0,-2.7,-5.1,-7.8,0.0
1981,17,MIL,Milwaukee Bucks,Len Elmore,28,4,12,-12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6.8,0.0,0.0,-0.1,-0.2,-14.0,-3.5,-17.5,0.0
