Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,7,872,DAL,Dallas Mavericks,Evan Eschmeyer,1975-05-30,26.0,NBA,C,3.0,0.0,8.0,0.0,4.5,0.0,0.0,0.0,,0.0,4.5,0.0,0.0,0.0,,4.5,4.5,9.0,4.5,0.0,4.5,0.0,9.0,0.0
2003,7,872,DAL,Dallas Mavericks,Evan Eschmeyer,1975-05-30,27.0,NBA,C,5.0,0.0,32.0,3.4,6.8,0.5,0.0,0.0,,3.4,6.8,0.5,0.0,0.0,,2.3,3.4,5.6,2.3,3.4,1.1,0.0,9.0,6.8
