SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1994,6,CLE,Gerald Wilkins,30,82,82,2768,8.4,18.4,0.46,1.6,4.0,0.4,6.8,14.4,0.47,3.7,4.7,0.78,2.0,3.7,5.7,4.8,2.0,0.7,2.5,3.5,22.1,,111,107
1994,6,CLE,Hot Rod Williams,31,76,72,2660,7.8,16.2,0.48,0.0,0.0,,7.8,16.2,0.48,5.0,6.8,0.73,4.1,7.2,11.3,3.8,1.5,2.6,2.7,4.3,20.5,,110,104
1994,6,CLE,Mark Price,29,76,73,2386,10.5,22.1,0.48,2.6,6.5,0.4,7.9,15.5,0.51,5.2,5.9,0.89,0.9,4.1,5.0,12.9,2.3,0.2,4.1,2.0,28.9,,118,107
1994,6,CLE,Chris Mills,24,79,18,2022,7.4,17.5,0.42,1.0,3.2,0.31,6.4,14.4,0.44,3.5,4.6,0.78,3.5,6.9,10.4,3.3,1.4,1.3,2.3,6.0,19.2,,105,105
1994,6,CLE,Brad Daugherty,28,50,50,1838,8.4,17.3,0.49,0.0,0.0,,8.4,17.3,0.49,7.3,9.3,0.78,3.6,10.8,14.5,4.2,1.2,1.0,3.1,4.1,24.2,,114,103
1994,6,CLE,Terrell Brandon,23,73,10,1548,7.8,18.5,0.42,0.2,1.1,0.22,7.5,17.5,0.43,4.7,5.5,0.86,1.3,4.1,5.4,9.4,2.8,0.5,3.8,3.7,20.5,,103,105
1994,6,CLE,Bobby Phills,24,72,53,1531,8.3,17.6,0.47,0.0,0.4,0.08,8.2,17.2,0.48,3.9,5.4,0.72,2.4,4.8,7.3,4.5,2.3,0.4,2.2,4.6,20.5,,109,106
1994,6,CLE,Tyrone Hill,25,57,20,1447,7.8,14.4,0.54,0.0,0.1,0.0,7.8,14.3,0.55,6.2,9.3,0.67,6.7,11.4,18.1,1.7,1.9,1.3,2.8,7.0,21.8,,118,101
1994,6,CLE,Danny Ferry,27,70,1,965,8.1,18.1,0.45,0.8,2.8,0.28,7.3,15.4,0.48,2.1,2.3,0.88,2.6,5.1,7.7,4.0,1.5,1.2,2.2,6.1,19.0,,105,106
1994,6,CLE,Larry Nance,34,33,19,909,8.8,18.1,0.49,0.0,0.0,,8.8,18.1,0.49,3.7,4.9,0.75,4.4,8.6,13.1,2.8,1.6,3.2,2.2,5.5,21.3,,111,102
1994,6,CLE,John Battle,31,51,1,814,8.4,17.6,0.48,0.3,1.2,0.26,8.0,16.3,0.49,4.7,6.2,0.75,0.5,2.1,2.5,5.3,1.4,0.1,2.6,4.2,21.7,,108,110
1994,6,CLE,Rod Higgins,34,36,11,547,6.8,15.6,0.44,2.1,4.8,0.44,4.7,10.8,0.43,3.0,4.0,0.74,2.4,5.5,7.9,3.4,2.4,1.3,2.0,5.1,18.7,,111,104
1994,6,CLE,Gerald Madkins,24,22,0,149,3.9,10.9,0.36,1.8,5.3,0.33,2.1,5.6,0.38,2.8,3.5,0.8,0.4,3.5,3.9,6.7,3.2,0.0,4.6,5.6,12.3,,89,105
1994,6,CLE,Jay Guidinger,24,32,0,131,6.4,12.8,0.5,0.0,0.0,,6.4,12.8,0.5,6.0,8.4,0.71,6.0,7.2,13.2,1.2,1.6,2.0,6.4,9.2,18.8,,94,104
1994,6,CLE,Sedric Toney,31,12,0,64,1.6,9.8,0.17,0.0,0.8,0.0,1.6,9.0,0.18,1.6,1.6,1.0,0.8,1.6,2.5,9.0,0.0,0.0,4.1,6.5,4.9,,66,113
1994,6,CLE,Gary Alexander,24,7,0,43,8.5,14.6,0.58,0.0,0.0,,8.5,14.6,0.58,3.7,8.5,0.43,7.3,7.3,14.6,1.2,3.7,0.0,8.5,8.5,20.7,,84,101
1994,6,CLE,Tim Kempton,30,4,0,33,9.5,19.0,0.5,0.0,0.0,,9.5,19.0,0.5,3.2,9.5,0.33,6.3,9.5,15.9,4.8,3.2,1.6,11.1,12.7,22.2,,75,99
