Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,31,2476,TOT,Total After Trade,21.0,NBA,"SF,SG",35.0,1.0,261.0,3.6,9.2,0.39,0.7,2.6,0.26,2.9,6.6,0.44,2.2,3.3,0.67,2.1,3.3,5.4,1.5,0.8,0.1,1.5,2.1,10.1
2015,18,2476,MIN,Minnesota Timberwolves,21.0,NBA,SG,25.0,0.0,108.0,2.7,8.0,0.33,0.3,2.0,0.17,2.3,6.0,0.39,4.0,5.3,0.75,1.3,3.3,4.7,1.0,1.0,0.0,1.0,1.7,9.7
2015,23,2476,PHI,Philadelphia 76Ers,21.0,NBA,SF,10.0,1.0,153.0,4.2,10.1,0.42,0.9,3.1,0.31,3.3,7.1,0.47,0.9,1.9,0.5,2.6,3.3,5.9,1.9,0.7,0.2,1.9,2.4,10.4
2016,12,2476,IND,Indiana Pacers,22.0,NBA,SF,45.0,4.0,508.0,4.6,10.7,0.43,1.0,2.6,0.38,3.6,8.1,0.45,1.9,2.8,0.69,0.9,4.0,4.8,1.8,1.2,0.6,1.3,1.5,12.1
2017,12,2476,IND,Indiana Pacers,23.0,NBA,SF,69.0,27.0,1427.0,4.0,8.5,0.47,1.2,3.2,0.39,2.7,5.4,0.51,1.4,1.9,0.71,1.4,4.8,6.2,1.2,1.0,0.5,0.9,1.6,10.6
2018,12,2476,IND,Indiana Pacers,24.0,NBA,SF,23.0,1.0,338.0,3.8,9.1,0.42,1.5,3.6,0.41,2.3,5.4,0.43,1.0,1.2,0.82,1.2,2.8,3.9,1.8,1.4,0.1,0.5,1.5,10.1
2019,9,2476,DET,Detroit Pistons,25.0,NBA,SF,47.0,18.0,610.0,4.4,10.4,0.42,1.1,3.7,0.29,3.3,6.7,0.49,1.9,2.4,0.8,1.0,3.2,4.2,1.2,0.8,0.5,1.1,2.7,11.7
2020,31,2476,TOT,Total After Trade,26.0,NBA,SF,62.0,52.0,1786.0,5.8,11.9,0.49,1.6,4.0,0.39,4.3,8.0,0.53,1.5,1.7,0.86,1.6,3.8,5.4,1.9,1.1,0.3,1.1,2.0,14.7
2020,10,2476,GSW,Golden State Warriors,26.0,NBA,SF,48.0,48.0,1516.0,5.8,12.0,0.48,1.6,4.0,0.4,4.2,8.0,0.52,1.5,1.8,0.85,1.6,3.8,5.4,2.0,1.1,0.3,1.2,1.9,14.7
2020,23,2476,PHI,Philadelphia 76Ers,26.0,NBA,SF,14.0,4.0,270.0,5.9,11.3,0.52,1.2,3.6,0.33,4.7,7.7,0.6,1.5,1.6,0.92,2.0,3.9,5.9,1.5,1.2,0.3,0.7,2.4,14.4
2021,26,2476,SAC,Sacramento Kings,27.0,NBA,SF,16.0,0.0,260.0,4.4,10.4,0.43,2.1,5.0,0.42,2.4,5.4,0.44,2.2,2.5,0.89,0.7,2.9,3.6,2.2,0.1,0.1,0.8,2.1,13.2
