Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,34.0,WSB,NBA,PF,2.0,,92.0,6.3,16.0,0.39,0.0,0.0,,6.3,16.0,0.39,3.1,3.9,0.8,3.9,4.7,8.6,2.3,0.0,1.6,1.6,3.1,15.7
1982,36.0,HOU,NBA,PF,3.0,,124.0,4.9,14.5,0.34,0.0,0.0,,4.9,14.5,0.34,2.3,4.4,0.533,2.0,6.7,8.7,0.9,0.6,2.9,1.7,3.5,12.2
