PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kevin Durant,23,20,20,41.9,9.9,19.2,0.517,2.1,5.5,0.373,7.9,13.7,0.575,0.57,6.7,7.7,0.8640000000000001,0.7,6.8,7.4,3.7,1.5,1.2,3.2,2.6,28.5
Russell Westbrook,23,20,20,38.4,8.9,20.4,0.435,0.9,3.3,0.27699999999999997,8.0,17.1,0.465,0.457,4.5,5.6,0.802,1.1,4.4,5.5,5.9,1.6,0.4,2.3,2.5,23.1
James Harden,22,20,0,31.5,4.7,10.7,0.435,1.6,3.9,0.41,3.1,6.8,0.449,0.509,5.4,6.3,0.857,0.7,4.5,5.1,3.4,1.6,0.1,2.1,3.4,16.3
Serge Ibaka,22,20,20,28.5,4.2,8.0,0.528,0.1,0.2,0.25,4.2,7.8,0.535,0.531,1.3,1.8,0.722,2.4,3.4,5.8,0.6,0.6,3.0,0.6,2.9,9.8
Kendrick Perkins,27,20,20,25.9,1.9,4.5,0.41600000000000004,0.0,0.0,,1.9,4.5,0.41600000000000004,0.41600000000000004,1.0,1.3,0.8,1.8,4.5,6.2,0.7,0.4,1.3,1.5,3.0,4.7
Derek Fisher,37,20,0,22.3,2.5,5.9,0.415,0.9,2.4,0.375,1.6,3.5,0.44299999999999995,0.49200000000000005,0.5,0.5,1.0,0.1,1.5,1.6,1.3,0.9,0.1,0.3,1.9,6.3
Thabo Sefolosha,27,20,20,22.3,2.1,5.1,0.402,0.8,2.5,0.327,1.3,2.7,0.47200000000000003,0.48,0.4,0.5,0.889,0.6,2.1,2.7,1.3,1.5,0.5,0.6,2.2,5.3
Nick Collison,31,20,0,16.6,1.7,2.6,0.647,0.0,0.0,,1.7,2.6,0.647,0.647,0.2,0.4,0.429,1.5,1.9,3.4,1.0,0.6,0.3,0.6,2.6,3.5
Nazr Mohammed,34,8,0,10.4,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.3,0.5,0.5,0.9,1.1,2.0,0.1,0.0,0.4,0.3,2.4,2.3
Daequan Cook,24,16,0,6.8,0.9,2.3,0.37799999999999995,0.5,1.5,0.33299999999999996,0.4,0.8,0.462,0.486,0.0,0.1,0.0,0.0,0.6,0.6,0.3,0.2,0.0,0.0,0.4,2.3
Cole Aldrich,23,5,0,5.0,0.8,1.8,0.444,0.0,0.0,,0.8,1.8,0.444,0.444,0.4,0.8,0.5,1.0,1.6,2.6,0.0,0.0,0.0,0.0,0.6,2.0
Royal Ivey,30,5,0,4.2,0.8,2.2,0.364,0.4,1.0,0.4,0.4,1.2,0.33299999999999996,0.455,0.2,0.4,0.5,0.2,0.4,0.6,0.2,0.4,0.0,0.2,0.4,2.2
Lazar Hayward,25,5,0,3.6,0.4,0.6,0.667,0.0,0.0,,0.4,0.6,0.667,0.667,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.2,0.4,0.8
