NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
11,Raja Bell,SG,6-5,204,1976-09-19,VI,1,"Boston University, Florida International University"
40,Corie Blount,PF,6-9,240,1969-01-04,US,8,Cincinnati
7,Ira Bowman,SG,6-5,195,1973-06-11,US,2,"Providence, Penn"
25,Damone Brown,SF,6-9,200,1979-06-28,US,R,Syracuse
12,Speedy Claxton,PG,5-11,166,1978-05-08,US,R,Hofstra
44,Derrick Coleman,PF,6-10,230,1967-06-21,US,11,Syracuse
5,Vonteego Cummings,PG,6-3,185,1976-02-29,US,2,Pitt
1,Samuel Dalembert,C,6-11,255,1981-05-10,HT,R,Seton Hall
52,Matt Geiger,C,7-0,243,1969-09-10,US,9,"Auburn, Georgia Tech"
21,Matt Harpring,SF,6-7,231,1976-05-31,US,3,Georgia Tech
3,Allen Iverson,SG,6-0,165,1975-06-07,US,5,Georgetown
23,Tim James,SF,6-7,212,1976-12-26,US,2,Miami (FL)
0,Alvin Jones,C,6-11,265,1978-09-09,LU,R,Georgia Tech
9,Derrick McKey,SF,6-9,205,1966-10-10,US,14,Alabama
8,Aaron McKie,SG,6-5,209,1972-10-02,US,7,Temple
55,Dikembe Mutombo,C,7-2,245,1966-06-25,CD,10,Georgetown
51,Michael Ruffin,PF,6-9,246,1977-01-21,US,2,Tulsa
41,Jabari Smith,C,6-11,250,1977-02-12,US,1,LSU
20,Eric Snow,PG,6-3,190,1973-04-24,US,6,Michigan State
