SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2002,15,MEM,25,Nick Anderson,SG,6-6,205,1968-01-20,US,12,Illinois
2002,15,MEM,9,Isaac Austin,C,6-10,255,1969-08-18,US,8,Arizona State
2002,15,MEM,31,Shane Battier,SF,6-8,220,1978-09-09,US,R,Duke
2002,15,MEM,32,Rodney Buford,SG,6-5,189,1977-11-02,US,2,Creighton
2002,15,MEM,8,Michael Dickerson,SG,6-5,190,1975-06-25,US,3,Arizona
2002,15,MEM,21,Isaac Fontaine,SG,6-4,210,1975-04-16,US,R,Washington State
2002,15,MEM,6,Antonis Fotsis,PF,6-10,219,1981-04-01,GR,R,
2002,15,MEM,16,Pau Gasol,PF,7-0,250,1980-07-06,ES,R,
2002,15,MEM,7,Eddie Gill,PG,6-0,190,1978-08-16,US,1,Weber State
2002,15,MEM,22,Brevin Knight,PG,5-10,173,1975-11-08,US,4,Stanford
2002,15,MEM,43,Grant Long,PF,6-8,225,1966-03-12,US,13,Eastern Michigan
2002,15,MEM,44,Tony Massenburg,PF,6-9,220,1967-07-31,US,9,Maryland
2002,15,MEM,5,Elliot Perry,PG,6-0,150,1969-03-28,US,9,Memphis
2002,15,MEM,1,Will Solomon,SG,6-1,185,1978-07-20,US,R,Clemson
2002,15,MEM,4,Stromile Swift,PF,6-9,225,1979-11-21,US,1,LSU
2002,15,MEM,2,Jason Williams,PG,6-1,190,1975-11-18,US,3,"Marshall, Florida"
2002,15,MEM,42,Lorenzen Wright,C,6-11,225,1975-11-04,US,5,Memphis
