NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
21,Carlos Arroyo,PG,6-2,202,1979-07-30,PR,R,Florida International University
5,Michael Bradley,PF,6-10,245,1979-04-18,US,R,"Kentucky, Villanova"
15,Vince Carter,SG,6-6,220,1977-01-26,US,3,UNC
1,Chris Childs,PG,6-3,195,1967-11-20,US,7,Boise State
7,Keon Clark,C,6-11,220,1975-04-16,US,3,UNLV
30,Dell Curry,SG,6-4,190,1964-06-25,US,15,Virginia Tech
33,Antonio Davis,PF,6-9,215,1968-10-31,US,8,Texas-El Paso
44,Derrick Dial,SG,6-4,184,1975-12-20,US,2,Eastern Michigan
8,Jermaine Jackson,SG,6-4,204,1976-06-07,US,1,Detroit Mercy
0,Eric Montross,C,7-0,270,1971-09-23,US,7,UNC
35,Tracy Murray,SF,6-7,225,1971-07-25,US,9,UCLA
32,Mamadou N'Diaye,C,7-0,255,1975-06-16,SN,1,Auburn
34,Hakeem Olajuwon,C,7-0,255,1963-01-21,NG,17,Houston
24,Morris Peterson,SF,6-7,218,1977-08-26,US,1,Michigan State
4,Michael Stewart,C,6-10,230,1975-04-25,FR,4,California
20,Alvin Williams,PG,6-5,185,1974-08-06,US,4,Villanova
13,Jerome Williams,PF,6-9,206,1973-05-10,US,5,Georgetown
