SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2002,11,HOU,10,Tierre Brown,SG,6-2,189,1979-06-03,US,R,McNeese State University
2002,11,HOU,13,Kelvin Cato,C,6-11,255,1974-08-26,US,4,"University of South Alabama, Iowa State"
2002,11,HOU,52,Jason Collier,C,7-0,260,1977-09-08,US,1,"Indiana, Georgia Tech"
2002,11,HOU,3,Steve Francis,PG,6-3,195,1977-02-21,US,2,Maryland
2002,11,HOU,33,Eddie Griffin,PF,6-10,220,1982-05-30,US,R,Seton Hall
2002,11,HOU,14,Dan Langhi,SF,6-11,220,1977-11-28,US,1,Vanderbilt
2002,11,HOU,5,Cuttino Mobley,SG,6-4,190,1975-09-01,US,3,Rhode Island
2002,11,HOU,44,Terence Morris,SF,6-9,221,1979-01-11,US,R,Maryland
2002,11,HOU,12,Moochie Norris,PG,6-1,175,1973-07-27,US,4,"Auburn, University of West Florida"
2002,11,HOU,41,Glen Rice,SF,6-7,215,1967-05-28,US,12,Michigan
2002,11,HOU,21,Kenny Thomas,PF,6-7,261,1977-07-25,US,2,New Mexico
2002,11,HOU,18,Oscar Torres,SG,6-6,210,1976-12-18,VE,R,
2002,11,HOU,42,Walt Williams,SF,6-8,219,1970-04-16,US,9,Maryland
2002,11,HOU,43,Kevin Willis,PF,7-0,220,1962-09-06,US,16,Michigan State
