NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
9,Tariq Abdul-Wahad,SG,6-6,223,1974-11-03,FR,4,"Michigan, San Jose State"
15,Chris Andersen,C,6-10,245,1978-07-07,US,R,Blinn College
30,Carlos Arroyo,PG,6-2,202,1979-07-30,PR,R,Florida International University
27,Mengke Bateer,C,6-11,290,1975-11-20,CN,R,
32,Ryan Bowen,SF,6-7,215,1975-11-20,US,2,Iowa
29,Calbert Cheaney,SG,6-7,209,1971-07-17,US,8,Indiana
25,Zendon Hamilton,PF,6-11,250,1975-04-27,US,1,St. John's
10,Tim Hardaway,PG,6-0,175,1966-09-01,US,11,Texas-El Paso
1,Donnell Harvey,PF,6-8,220,1980-08-26,US,1,Florida
7,Juwan Howard,PF,6-9,240,1973-02-07,US,7,Michigan
6,Avery Johnson,PG,5-10,175,1965-03-25,US,13,"Cameron University, Southern University and A&M College"
45,Raef LaFrentz,C,6-11,240,1976-05-29,US,3,Kansas
5,Voshon Lenard,SG,6-4,205,1973-05-14,US,6,Minnesota
21,George McCloud,SF,6-6,205,1967-05-27,US,11,Florida State
24,Antonio McDyess,PF,6-9,220,1974-09-07,US,6,Alabama
41,James Posey,SF,6-8,215,1977-01-13,US,2,Xavier
34,Isaiah Rider,SG,6-5,215,1971-03-12,US,8,UNLV
11,Kenny Satterfield,PG,6-2,186,1981-04-10,US,R,Cincinnati
36,Shawnelle Scott,C,6-10,250,1972-06-16,US,3,St. John's
31,Nick Van Exel,PG,6-1,170,1971-11-27,US,8,"Trinity Valley CC, Cincinnati"
42,Scott Williams,PF,6-10,230,1968-03-21,US,11,UNC
