Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1982,2,26,BOS,Boston Celtics,22.0,NBA,SG,53.0,1.0,564.0,79.0,221.0,0.36,5.0,17.0,0.29,74.0,204.0,0.36,0.37,56.0,65.0,0.86,25.0,31.0,56.0,87.0,37.0,3.0,53.0,86.0,219.0,,0.0
1983,2,26,BOS,Boston Celtics,23.0,NBA,SG,80.0,76.0,2048.0,357.0,720.0,0.5,5.0,29.0,0.17,352.0,691.0,0.51,0.5,72.0,97.0,0.74,83.0,131.0,214.0,251.0,109.0,6.0,98.0,259.0,791.0,,0.0
1984,2,26,BOS,Boston Celtics,24.0,NBA,SG,71.0,3.0,1154.0,166.0,361.0,0.46,6.0,22.0,0.27,160.0,339.0,0.47,0.47,46.0,56.0,0.82,29.0,87.0,116.0,162.0,41.0,4.0,70.0,143.0,384.0,,0.0
1985,2,26,BOS,Boston Celtics,25.0,NBA,SG,75.0,73.0,2564.0,419.0,792.0,0.53,15.0,56.0,0.27,404.0,736.0,0.55,0.54,118.0,136.0,0.87,76.0,192.0,268.0,399.0,122.0,6.0,149.0,228.0,971.0,,0.0
1986,2,26,BOS,Boston Celtics,26.0,NBA,SG,80.0,78.0,2407.0,353.0,701.0,0.5,26.0,73.0,0.36,327.0,628.0,0.52,0.52,123.0,136.0,0.9,47.0,188.0,235.0,405.0,94.0,7.0,129.0,204.0,855.0,,0.0
1987,2,26,BOS,Boston Celtics,27.0,NBA,SG,71.0,66.0,2499.0,410.0,844.0,0.49,85.0,192.0,0.44,325.0,652.0,0.5,0.54,148.0,165.0,0.9,49.0,193.0,242.0,400.0,101.0,14.0,141.0,189.0,1053.0,,0.0
1988,2,26,BOS,Boston Celtics,28.0,NBA,SG,81.0,81.0,3018.0,482.0,982.0,0.49,148.0,357.0,0.42,334.0,625.0,0.53,0.57,158.0,180.0,0.88,59.0,190.0,249.0,503.0,115.0,17.0,153.0,203.0,1270.0,,0.0
1989,31,26,TOT,Total After Trade,29.0,NBA,PG,73.0,54.0,2377.0,480.0,1051.0,0.46,116.0,305.0,0.38,364.0,746.0,0.49,0.51,205.0,240.0,0.85,71.0,184.0,255.0,402.0,93.0,8.0,145.0,186.0,1281.0,,0.0
1989,2,26,BOS,Boston Celtics,29.0,NBA,PG,45.0,28.0,1349.0,271.0,589.0,0.46,58.0,155.0,0.37,213.0,434.0,0.49,0.51,114.0,128.0,0.89,37.0,117.0,154.0,215.0,52.0,1.0,82.0,108.0,714.0,,0.0
1989,26,26,SAC,Sacramento Kings,29.0,NBA,PG,28.0,26.0,1028.0,209.0,462.0,0.45,58.0,150.0,0.39,151.0,312.0,0.48,0.52,91.0,112.0,0.81,34.0,67.0,101.0,187.0,41.0,7.0,63.0,78.0,567.0,,0.0
1990,26,26,SAC,Sacramento Kings,30.0,NBA,PG,75.0,68.0,2727.0,506.0,1154.0,0.44,108.0,289.0,0.37,398.0,865.0,0.46,0.48,222.0,267.0,0.83,69.0,257.0,326.0,453.0,113.0,18.0,185.0,238.0,1342.0,,1.0
1991,25,26,POR,Portland Trail Blazers,31.0,NBA,SG,80.0,0.0,1710.0,337.0,714.0,0.47,102.0,251.0,0.41,235.0,463.0,0.51,0.54,114.0,138.0,0.83,45.0,160.0,205.0,285.0,63.0,13.0,100.0,195.0,890.0,,0.0
1992,25,26,POR,Portland Trail Blazers,32.0,NBA,SG,81.0,6.0,1595.0,299.0,676.0,0.44,78.0,230.0,0.34,221.0,446.0,0.5,0.5,108.0,131.0,0.82,40.0,108.0,148.0,202.0,73.0,13.0,70.0,148.0,784.0,,0.0
1993,24,26,PHO,Phoenix Suns,33.0,NBA,SG,80.0,0.0,2163.0,337.0,730.0,0.46,150.0,372.0,0.4,187.0,358.0,0.52,0.56,123.0,145.0,0.85,49.0,165.0,214.0,260.0,69.0,8.0,113.0,175.0,947.0,,0.0
1994,24,26,PHO,Phoenix Suns,34.0,NBA,SG,68.0,1.0,1555.0,224.0,537.0,0.42,80.0,244.0,0.33,144.0,293.0,0.49,0.49,78.0,94.0,0.83,28.0,103.0,131.0,180.0,57.0,8.0,81.0,140.0,606.0,,0.0
1995,24,26,PHO,Phoenix Suns,35.0,NBA,SG,74.0,1.0,1374.0,194.0,422.0,0.46,78.0,214.0,0.36,116.0,208.0,0.56,0.55,105.0,130.0,0.81,25.0,84.0,109.0,210.0,46.0,7.0,79.0,155.0,571.0,,0.0
