Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1991,24,508,PHO,Phoenix Suns,21.0,NBA,SF,63.0,0.0,730.0,13.3,27.3,0.49,0.1,0.4,0.17,13.2,26.9,0.49,7.2,10.8,0.66,5.0,4.8,9.8,2.3,1.4,0.3,4.5,4.6,33.8,,104.0,109.0
1992,24,508,PHO,Phoenix Suns,22.0,NBA,SF,64.0,4.0,725.0,11.7,24.3,0.48,0.1,0.4,0.17,11.7,23.9,0.49,7.3,9.9,0.74,4.0,6.1,10.1,3.3,1.1,0.7,4.7,3.5,30.8,,104.0,108.0
1993,24,508,PHO,Phoenix Suns,23.0,NBA,SF,74.0,46.0,1607.0,11.4,19.8,0.58,0.0,0.1,0.0,11.4,19.8,0.58,5.6,7.7,0.72,5.1,7.1,12.2,2.3,1.6,0.8,3.2,3.1,28.4,,120.0,107.0
1994,24,508,PHO,Phoenix Suns,24.0,NBA,SF,53.0,43.0,1602.0,13.2,24.6,0.54,0.0,0.3,0.0,13.2,24.3,0.54,5.0,6.8,0.72,4.7,5.9,10.7,2.8,1.8,0.7,2.9,3.8,31.3,,115.0,108.0
1995,14,508,LAL,Los Angeles Lakers,25.0,NBA,SF,58.0,54.0,2029.0,12.4,24.3,0.51,1.4,3.6,0.4,10.9,20.7,0.53,5.2,7.3,0.72,4.2,7.3,11.5,2.6,1.5,0.5,3.6,3.3,31.3,,111.0,110.0
1996,14,508,LAL,Los Angeles Lakers,26.0,NBA,SF,78.0,71.0,2628.0,12.6,23.8,0.53,1.0,3.6,0.28,11.6,20.1,0.58,6.5,8.1,0.8,4.3,6.3,10.6,2.4,1.9,0.4,3.3,2.8,32.7,,117.0,107.0
1997,31,508,TOT,Total After Trade,27.0,NBA,SF,50.0,40.0,1426.0,10.2,22.4,0.46,0.9,3.7,0.26,9.3,18.7,0.5,5.0,6.7,0.75,3.7,8.3,12.0,2.3,1.2,0.8,3.1,4.1,26.4,,104.0,108.0
1997,14,508,LAL,Los Angeles Lakers,27.0,NBA,SF,8.0,8.0,279.0,6.4,15.7,0.41,0.9,4.0,0.24,5.5,11.7,0.47,2.5,2.8,0.87,2.1,7.9,10.0,2.8,0.9,1.1,3.2,3.6,16.2,,95.0,105.0
1997,24,508,PHO,Phoenix Suns,27.0,NBA,SF,42.0,32.0,1147.0,11.1,24.0,0.46,0.9,3.6,0.26,10.2,20.3,0.5,5.7,7.7,0.74,4.1,8.4,12.4,2.2,1.3,0.8,3.1,4.2,28.9,,105.0,108.0
1998,31,508,TOT,Total After Trade,28.0,NBA,SF,47.0,25.0,990.0,10.9,22.1,0.49,1.1,3.7,0.3,9.8,18.4,0.53,5.7,7.7,0.74,4.0,7.8,11.8,3.2,1.8,0.9,3.8,4.7,28.6,,107.0,103.0
1998,24,508,PHO,Phoenix Suns,28.0,NBA,SF,35.0,16.0,626.0,10.8,21.6,0.5,1.3,4.2,0.3,9.6,17.4,0.55,5.0,7.0,0.71,4.3,8.2,12.5,2.9,1.8,0.7,3.3,4.9,27.9,,110.0,101.0
1998,7,508,DAL,Dallas Mavericks,28.0,NBA,SF,12.0,9.0,364.0,11.0,23.0,0.48,0.9,2.9,0.3,10.1,20.1,0.5,6.9,8.9,0.77,3.5,7.0,10.6,3.7,1.6,1.2,4.8,4.3,29.8,,104.0,107.0
1999,7,508,DAL,Dallas Mavericks,29.0,NBA,SF,13.0,5.0,352.0,9.0,21.4,0.42,1.7,4.3,0.39,7.4,17.2,0.43,5.2,7.5,0.69,3.5,9.5,13.0,1.8,1.1,0.8,4.3,3.5,25.0,,97.0,104.0
2001,31,508,TOT,Total After Trade,31.0,NBA,SF,40.0,0.0,559.0,9.7,22.0,0.44,2.1,7.0,0.3,7.6,15.0,0.51,3.6,4.1,0.86,3.3,6.9,10.2,1.9,1.5,0.7,3.1,5.9,25.1,,102.0,100.0
2001,9,508,DET,Detroit Pistons,31.0,NBA,SF,13.0,0.0,166.0,8.5,21.7,0.39,3.4,12.2,0.28,5.2,9.5,0.55,2.4,3.1,0.8,2.1,5.8,7.9,2.1,1.8,0.9,2.7,5.8,22.9,,99.0,102.0
2001,16,508,MIA,Miami Heat,31.0,NBA,SF,27.0,0.0,393.0,10.2,22.2,0.46,1.5,4.6,0.33,8.7,17.5,0.5,4.1,4.6,0.88,3.8,7.4,11.2,1.8,1.4,0.6,3.2,5.9,26.1,,103.0,99.0
