PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dennis Johnson,25,15,,582,6.2,15.1,0.41,0.3,0.9,0.33299999999999996,5.9,14.2,0.415,3.2,3.8,0.8390000000000001,1.5,2.4,4.0,3.5,1.7,0.6,2.7,3.0,15.9
Gus Williams,26,15,,564,9.3,18.1,0.514,0.1,0.3,0.2,9.3,17.8,0.52,4.0,5.5,0.721,1.9,1.9,3.8,5.4,2.2,0.4,3.0,2.4,22.7
Jack Sikma,24,15,,534,4.4,11.0,0.39899999999999997,0.0,0.1,0.0,4.4,10.9,0.40399999999999997,3.1,3.6,0.852,2.0,6.5,8.5,3.7,1.1,0.3,2.4,3.7,11.9
John Johnson,32,15,,486,5.8,11.7,0.494,0.0,0.1,0.0,5.8,11.6,0.49700000000000005,2.2,2.7,0.8109999999999999,3.3,4.3,7.6,6.3,0.6,0.2,4.1,3.3,13.8
Lonnie Shelton,24,15,,469,5.7,11.2,0.507,0.0,0.1,0.0,5.7,11.1,0.51,2.5,3.9,0.627,2.7,6.9,9.6,1.9,1.8,0.9,2.8,4.1,13.8
Fred Brown,31,15,,313,9.2,20.9,0.44,1.2,3.9,0.294,8.1,17.0,0.473,2.1,2.4,0.857,1.8,2.5,4.4,3.7,0.2,0.1,2.6,2.6,21.6
Paul Silas,36,15,,257,1.8,6.0,0.302,0.0,0.0,,1.8,6.0,0.302,1.5,1.8,0.846,4.6,5.9,10.5,2.1,1.3,0.3,1.3,4.1,5.2
Tom LaGarde,24,14,,163,3.8,10.2,0.37,0.0,0.0,,3.8,10.2,0.37,2.0,2.4,0.818,2.9,6.0,8.8,2.7,0.4,0.0,1.5,5.5,9.5
Wally Walker,25,13,,157,4.1,8.0,0.514,0.0,0.0,,4.1,8.0,0.514,4.1,5.5,0.75,3.4,3.2,6.6,1.6,0.2,0.7,1.1,4.6,12.4
James Bailey,22,12,,138,5.5,11.5,0.47700000000000004,0.0,0.0,,5.5,11.5,0.47700000000000004,3.4,5.2,0.65,2.1,4.4,6.5,1.3,2.3,2.3,2.3,5.7,14.3
Vinnie Johnson,23,5,,12,3.0,9.0,0.33299999999999996,0.0,0.0,,3.0,9.0,0.33299999999999996,0.0,0.0,,0.0,6.0,6.0,6.0,3.0,0.0,0.0,3.0,6.0
