PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Larry Bird,23,9,,372,8.0,17.1,0.469,0.4,1.5,0.267,7.6,15.7,0.488,2.1,2.4,0.88,2.1,7.6,9.8,4.1,1.4,0.8,3.2,2.9,18.6
Tiny Archibald,31,9,,332,4.9,9.7,0.506,0.1,0.2,0.5,4.8,9.4,0.506,4.0,4.6,0.8809999999999999,0.3,0.9,1.2,7.7,1.1,0.0,4.1,3.0,13.9
Cedric Maxwell,24,9,,320,6.6,10.5,0.634,0.0,0.0,,6.6,10.5,0.634,5.2,6.9,0.754,3.5,6.6,10.1,2.1,0.6,1.1,2.5,2.8,18.5
Dave Cowens,31,9,,301,5.9,12.3,0.47600000000000003,0.0,0.2,0.0,5.9,12.1,0.485,1.2,1.3,0.909,2.2,5.7,7.9,2.5,1.1,0.8,1.0,4.4,12.9
Chris Ford,31,9,,279,4.4,10.2,0.43,0.3,1.7,0.154,4.1,8.5,0.485,1.5,1.9,0.8,1.2,2.1,3.2,2.7,1.8,0.8,1.7,4.5,10.6
M.L. Carr,29,9,,172,6.7,16.7,0.4,0.4,1.0,0.4,6.3,15.7,0.4,3.3,5.0,0.667,2.9,4.0,6.9,2.3,1.3,0.2,1.5,4.2,17.2
Rick Robey,24,9,,151,5.7,12.6,0.45299999999999996,0.0,0.2,0.0,5.7,12.4,0.462,1.7,3.3,0.5,3.1,4.5,7.6,2.4,1.7,0.7,1.9,6.4,13.1
Pete Maravich,32,9,,104,8.7,17.7,0.49,0.7,2.1,0.33299999999999996,8.0,15.6,0.511,0.7,1.0,0.667,0.0,2.8,2.8,2.1,1.0,0.0,3.1,4.2,18.7
Gerald Henderson,24,9,,101,5.3,13.2,0.405,0.0,0.7,0.0,5.3,12.5,0.429,4.3,7.1,0.6,1.4,2.1,3.6,4.3,1.4,0.0,2.5,2.9,15.0
Eric Fernsten,26,5,,18,4.0,12.0,0.33299999999999996,0.0,0.0,,4.0,12.0,0.33299999999999996,4.0,6.0,0.667,6.0,4.0,10.0,0.0,0.0,6.0,4.0,2.0,12.0
Jeff Judkins,23,7,,10,14.4,28.8,0.5,3.6,10.8,0.33299999999999996,10.8,18.0,0.6,0.0,0.0,,10.8,3.6,14.4,0.0,3.6,0.0,0.0,0.0,32.4
