Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,6,1987,CLE,Cleveland Cavaliers,24.0,NBA,PG,82.0,2848.0,20.1,0.54,0.06,0.45,3.8,10.8,7.3,40.5,2.2,0.7,18.1,23.2,6.1,1.9,8.0,0.14,3.0,-0.2,2.8,3.4
2002,6,1987,CLE,Cleveland Cavaliers,25.0,NBA,PG,81.0,3023.0,21.8,0.54,0.08,0.43,4.2,10.4,7.4,49.8,2.2,0.8,16.5,22.6,8.7,1.5,10.3,0.16,4.3,-0.3,3.9,4.5
2003,13,1987,LAC,Los Angeles Clippers,26.0,NBA,PG,80.0,2913.0,15.2,0.5,0.12,0.42,3.3,9.0,6.1,31.3,1.8,0.3,15.8,20.3,3.6,1.0,4.6,0.08,0.2,-1.3,-1.1,0.6
2004,8,1987,DEN,Denver Nuggets,27.0,NBA,PG,82.0,2838.0,18.8,0.54,0.07,0.44,5.0,9.7,7.3,29.1,2.6,0.6,16.1,20.7,6.1,2.6,8.8,0.15,2.1,0.4,2.5,3.3
2005,8,1987,DEN,Denver Nuggets,28.0,NBA,PG,82.0,2852.0,16.5,0.54,0.04,0.34,4.1,9.6,6.8,32.2,2.2,0.2,17.6,19.5,4.1,2.9,7.0,0.12,0.8,0.1,0.8,2.0
2006,8,1987,DEN,Denver Nuggets,29.0,NBA,PG,82.0,2937.0,16.4,0.53,0.03,0.49,3.7,10.2,7.0,36.2,1.8,0.5,19.5,20.0,3.6,2.6,6.2,0.1,0.6,-0.4,0.2,1.7
2007,31,1987,TOT,Total After Trade,30.0,NBA,PG,80.0,2966.0,16.1,0.52,0.04,0.31,3.9,10.1,7.0,34.3,1.9,0.3,17.7,19.2,3.5,2.4,5.9,0.1,0.5,-0.3,0.2,1.7
2007,8,1987,DEN,Denver Nuggets,30.0,NBA,PG,23.0,822.0,16.6,0.53,0.06,0.34,3.5,10.7,7.1,38.7,2.2,0.3,19.7,18.5,1.1,0.8,1.9,0.11,0.7,0.0,0.7,0.6
2007,23,1987,PHI,Philadelphia 76Ers,30.0,NBA,PG,57.0,2144.0,15.9,0.52,0.03,0.3,4.0,9.8,6.9,32.7,1.8,0.2,16.9,19.4,2.3,1.6,3.9,0.09,0.5,-0.4,0.1,1.1
2008,23,1987,PHI,Philadelphia 76Ers,31.0,NBA,PG,82.0,3016.0,18.4,0.54,0.03,0.29,3.7,9.1,6.4,32.0,1.8,0.2,13.7,22.6,5.7,2.6,8.3,0.13,2.1,-0.3,1.8,2.9
