Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1984,23,2882,PHI,Philadelphia 76Ers,22.0,NBA,PG,3.0,6.0,7.1,0.33,0.67,0.0,20.1,19.5,19.8,25.6,7.9,0.0,40.0,34.6,-0.1,0.0,0.0,-0.3,-5.6,0.9,-4.7,0.0
1985,23,2882,PHI,Philadelphia 76Ers,23.0,NBA,PG,4.0,28.0,1.6,0.29,0.0,0.0,4.0,0.0,2.0,22.6,1.7,0.0,30.0,14.7,-0.1,0.0,-0.1,-0.1,-4.7,-2.5,-7.2,0.0
1986,23,2882,PHI,Philadelphia 76Ers,24.0,NBA,SG,12.0,312.0,15.9,0.51,0.01,0.23,2.3,6.8,4.6,21.1,3.6,0.4,8.7,22.7,0.4,0.4,0.8,0.13,-0.6,1.9,1.3,0.3
1987,5,2882,CHI,Charlotte Bobcats,25.0,NBA,PG,3.0,70.0,12.5,0.53,0.0,0.24,3.3,5.9,4.5,36.8,0.8,0.0,9.6,13.5,0.1,0.0,0.1,0.08,-0.2,-0.5,-0.7,0.0
1988,21,2882,SEA,Seattle Supersonics,26.0,NBA,PG,5.0,80.0,9.6,0.45,0.03,0.12,3.0,12.1,7.8,17.6,0.6,0.0,12.3,20.9,0.0,0.0,0.0,-0.01,-2.8,-2.6,-5.4,-0.1
1989,21,2882,SEA,Seattle Supersonics,27.0,NBA,PG,8.0,201.0,19.8,0.53,0.05,0.24,1.6,6.0,3.7,38.3,4.3,0.0,10.8,21.0,0.5,0.2,0.7,0.16,2.6,2.7,5.3,0.4
1991,21,2882,SEA,Seattle Supersonics,29.0,NBA,PG,5.0,136.0,16.7,0.6,0.2,0.18,0.9,6.2,3.5,22.0,1.8,0.0,11.7,21.5,0.3,0.1,0.4,0.13,2.8,0.7,3.5,0.2
1992,14,2882,LAL,Los Angeles Lakers,30.0,NBA,PG,4.0,162.0,9.8,0.57,0.06,0.26,0.0,6.3,3.0,19.7,0.6,0.0,17.7,17.6,0.0,0.0,0.0,-0.01,-1.5,-3.1,-4.5,-0.1
1993,14,2882,LAL,Los Angeles Lakers,31.0,NBA,PG,5.0,205.0,15.9,0.48,0.15,0.14,1.5,8.0,4.5,32.0,3.3,0.3,11.3,22.5,0.1,0.2,0.4,0.08,0.4,1.5,1.9,0.2
1995,14,2882,LAL,Los Angeles Lakers,33.0,NBA,PG,1.0,11.0,5.5,0.25,0.5,0.0,0.0,0.0,0.0,31.8,4.9,0.0,0.0,17.0,0.0,0.0,0.0,-0.03,-4.0,3.0,-1.0,0.0
1996,14,2882,LAL,Los Angeles Lakers,34.0,NBA,PG,4.0,57.0,0.2,0.28,0.61,0.0,1.9,4.2,3.0,10.8,1.8,0.0,14.3,16.3,-0.2,0.1,-0.1,-0.1,-6.2,-1.0,-7.2,-0.1
1997,11,2882,HOU,Houston Rockets,35.0,NBA,SG,16.0,266.0,9.4,0.5,0.54,0.14,0.9,6.4,3.8,27.8,1.2,1.1,16.8,12.4,0.3,0.0,0.3,0.06,-1.3,1.8,0.4,0.2
