PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Jalen Rose,27,23,964,15.9,0.5329999999999999,0.179,0.34,1.2,10.9,6.2,14.8,0.9,0.8,10.0,24.6,,1.5,0.4,1.9,0.094,,1.4,-0.8,0.5,0.6
Reggie Miller,34,22,892,21.8,0.596,0.382,0.335,1.2,5.7,3.5,12.7,1.4,0.8,6.0,25.0,,3.3,0.3,3.6,0.195,,5.5,0.1,5.7,1.7
Dale Davis,30,23,714,16.4,0.537,0.0,0.391,14.0,29.2,21.7,3.9,0.8,3.1,9.2,12.9,,1.4,1.0,2.3,0.157,,0.9,0.3,1.2,0.6
Mark Jackson,34,23,634,17.0,0.493,0.381,0.17600000000000002,2.3,13.5,8.0,45.6,1.6,0.2,18.5,17.4,,1.1,0.4,1.5,0.11699999999999999,,2.8,-0.3,2.5,0.7
Austin Croshere,24,23,490,17.5,0.565,0.242,0.569,7.6,18.4,13.1,6.5,1.0,2.3,11.6,20.9,,1.1,0.4,1.5,0.149,,1.4,0.1,1.5,0.4
Travis Best,27,23,463,17.0,0.514,0.168,0.24600000000000002,3.9,10.5,7.3,25.5,2.2,0.6,11.2,22.9,,0.8,0.4,1.2,0.12,,1.0,1.0,2.0,0.5
Rik Smits,33,22,461,17.2,0.537,0.005,0.193,6.3,13.5,10.0,9.1,1.2,3.1,10.7,25.9,,0.6,0.4,1.0,0.102,,-1.2,0.7,-0.6,0.2
Sam Perkins,38,23,417,8.6,0.48100000000000004,0.629,0.2,4.9,15.5,10.3,3.7,0.5,1.0,6.5,13.9,,0.3,0.2,0.5,0.061,,-0.5,-0.8,-1.4,0.1
Derrick McKey,33,23,352,7.2,0.5760000000000001,0.188,0.625,8.5,17.7,13.2,5.8,1.1,0.8,31.8,8.1,,0.1,0.3,0.4,0.057,,-2.8,0.8,-2.0,0.0
Chris Mullin,36,9,90,16.5,0.6,0.381,0.524,2.7,15.4,9.2,9.1,3.6,0.8,13.4,15.7,,0.2,0.1,0.3,0.14800000000000002,,0.8,2.8,3.6,0.1
Dale Davis,29,10,47,12.9,0.615,0.0,0.5,10.2,29.5,20.1,0.0,0.0,3.0,9.3,10.9,,0.1,0.1,0.2,0.17,,-1.7,1.1,-0.6,0.0
Jonathan Bender,19,9,21,23.9,0.6940000000000001,0.16699999999999998,1.0,0.0,16.5,8.4,0.0,2.6,0.0,0.0,19.5,,0.1,0.0,0.1,0.247,,4.9,3.1,8.0,0.0
