Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,Shake Milton,"September 26, 1996",82,25,19.3,3.33,7.4,0.45,1.07,2.97,0.36,2.27,4.47,0.51,0.52,1.6,1.87,0.86,0.47,1.5,1.97,2.17,0.53,0.27,1.0,2.0,9.27
