PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Clyde Drexler,28,16,16,633,7.3,15.3,0.47600000000000003,0.9,3.2,0.268,6.4,12.1,0.531,4.3,5.6,0.7759999999999999,2.3,5.1,7.3,7.3,1.9,0.9,3.5,3.2,19.7
Terry Porter,27,16,16,595,6.2,12.3,0.5,1.0,2.8,0.36200000000000004,5.1,9.5,0.541,4.1,4.8,0.861,0.5,2.2,2.7,6.4,1.5,0.1,1.9,1.9,17.5
Jerome Kersey,28,16,16,588,6.4,13.8,0.465,0.0,0.0,,6.4,13.8,0.465,4.7,6.2,0.752,3.2,3.6,6.8,3.0,1.7,0.4,1.0,4.2,17.5
Buck Williams,30,16,16,572,4.1,8.2,0.5,0.0,0.0,,4.1,8.2,0.5,2.2,3.7,0.603,3.3,5.7,9.0,0.9,0.6,0.3,1.5,3.5,10.4
Kevin Duckworth,26,16,16,511,5.1,12.8,0.401,0.0,0.0,,5.1,12.8,0.401,2.9,3.9,0.732,2.8,4.7,7.5,1.0,0.6,0.6,2.7,3.7,13.2
Clifford Robinson,24,16,0,354,6.4,11.9,0.5379999999999999,0.1,0.3,0.33299999999999996,6.3,11.6,0.544,3.9,7.0,0.551,2.4,4.0,6.4,1.8,0.7,1.6,2.5,4.8,16.8
Danny Ainge,31,16,0,277,6.1,13.6,0.44799999999999995,1.4,4.7,0.306,4.7,9.0,0.522,3.0,3.6,0.821,0.1,3.5,3.6,4.0,1.6,0.5,3.1,4.3,16.6
Mark Bryant,25,14,0,137,2.6,5.8,0.455,0.0,0.0,,2.6,5.8,0.455,3.7,4.2,0.875,3.7,4.7,8.4,0.5,0.5,0.3,1.1,6.6,8.9
Walter Davis,36,13,0,111,6.2,15.6,0.396,0.0,0.3,0.0,6.2,15.2,0.40399999999999997,1.6,1.9,0.833,2.3,2.6,4.9,1.9,1.3,0.0,2.3,1.6,13.9
Danny Young,28,7,0,36,6.0,11.0,0.545,0.0,1.0,0.0,6.0,10.0,0.6,0.0,0.0,,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,12.0
Alaa Abdelnaby,22,5,0,13,5.5,16.6,0.33299999999999996,0.0,0.0,,5.5,16.6,0.33299999999999996,0.0,0.0,,2.8,5.5,8.3,0.0,0.0,0.0,0.0,0.0,11.1
Wayne Cooper,34,3,0,13,2.8,5.5,0.5,0.0,0.0,,2.8,5.5,0.5,0.0,0.0,,2.8,11.1,13.8,2.8,0.0,0.0,2.8,5.5,5.5
