PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Hersey Hawkins,24,8,8,329,5.1,11.1,0.465,1.5,2.8,0.5379999999999999,3.6,8.2,0.44,6.5,6.9,0.937,0.9,4.2,5.0,3.0,2.2,1.1,1.8,3.2,18.3
Charles Barkley,27,8,8,326,8.2,13.8,0.5920000000000001,0.2,2.2,0.1,8.0,11.6,0.6859999999999999,5.4,8.3,0.653,3.4,5.9,9.3,5.3,1.7,0.3,2.8,2.5,22.0
Armen Gilliam,26,8,8,287,6.0,13.0,0.462,0.0,0.0,,6.0,13.0,0.462,4.9,5.8,0.848,1.8,4.8,6.5,1.3,0.6,0.8,1.9,2.0,16.9
Ron Anderson,32,8,0,223,5.7,14.2,0.39799999999999996,0.2,0.8,0.2,5.5,13.4,0.41,2.7,3.1,0.895,1.5,1.9,3.4,3.1,1.0,0.0,1.9,3.9,14.2
Rick Mahorn,32,8,8,208,3.5,6.2,0.556,0.0,0.0,,3.5,6.2,0.556,1.9,2.4,0.7859999999999999,1.2,6.1,7.3,2.4,0.3,0.7,1.4,4.3,8.8
Rickey Green,36,8,8,199,4.3,9.9,0.436,0.5,0.7,0.75,3.8,9.2,0.41200000000000003,1.4,1.6,0.889,0.2,1.4,1.6,4.0,1.3,0.0,2.4,1.6,10.7
Andre Turner,26,8,0,189,4.0,9.1,0.43799999999999994,0.6,1.7,0.33299999999999996,3.4,7.4,0.462,2.5,3.0,0.813,0.4,2.1,2.5,6.7,2.1,0.0,1.5,2.3,11.0
Manute Bol,28,8,0,109,3.0,5.9,0.5,0.0,0.0,,3.0,5.9,0.5,2.0,3.0,0.667,1.3,5.0,6.3,0.3,0.3,4.0,1.7,4.6,7.9
Robert Reid,35,7,0,41,2.6,7.9,0.33299999999999996,0.0,0.9,0.0,2.6,7.0,0.375,0.0,0.0,,0.9,6.1,7.0,1.8,0.9,0.0,1.8,6.1,5.3
Brian Oliver,22,4,0,15,4.8,14.4,0.33299999999999996,0.0,0.0,,4.8,14.4,0.33299999999999996,4.8,4.8,1.0,0.0,0.0,0.0,2.4,2.4,0.0,0.0,9.6,14.4
Jayson Williams,22,4,0,10,14.4,18.0,0.8,0.0,0.0,,14.4,18.0,0.8,0.0,0.0,,7.2,7.2,14.4,0.0,0.0,0.0,3.6,3.6,28.8
Dave Hoppen,26,3,0,9,12.0,12.0,1.0,0.0,0.0,,12.0,12.0,1.0,0.0,8.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,4.0,24.0
