PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Joe Dumars,27,15,15,588,6.4,15.0,0.429,1.0,2.6,0.405,5.4,12.4,0.433,5.0,5.9,0.845,1.3,1.8,3.1,3.8,1.0,0.1,1.0,2.0,18.9
Dennis Rodman,29,15,14,495,3.0,6.6,0.451,0.1,0.7,0.222,2.8,6.0,0.47600000000000003,0.7,1.7,0.41700000000000004,4.9,8.0,12.9,1.0,0.8,0.7,0.9,4.0,6.8
Bill Laimbeer,33,15,15,446,5.3,11.9,0.446,0.4,1.4,0.294,4.9,10.6,0.466,2.2,2.5,0.871,3.4,6.5,9.8,1.5,0.4,1.0,1.4,4.4,13.2
Vinnie Johnson,34,15,3,438,8.4,18.1,0.46399999999999997,0.2,1.1,0.154,8.2,17.0,0.483,1.8,2.5,0.71,3.0,3.2,6.2,3.5,0.9,0.3,1.4,2.7,18.7
Isiah Thomas,29,13,11,436,5.0,12.3,0.40299999999999997,0.5,1.8,0.273,4.5,10.5,0.425,4.1,5.7,0.725,1.1,3.4,4.5,9.2,1.1,0.2,3.4,3.4,14.5
Mark Aguirre,31,15,2,397,8.2,16.1,0.506,1.1,3.0,0.364,7.1,13.1,0.5379999999999999,3.8,4.6,0.8240000000000001,1.5,4.0,5.5,2.6,1.1,0.1,1.8,3.7,21.2
James Edwards,35,15,11,345,6.4,15.7,0.40700000000000003,0.0,0.0,,6.4,15.7,0.40700000000000003,4.0,5.7,0.691,1.6,2.3,3.9,0.9,0.2,0.3,2.5,4.5,16.7
John Salley,26,15,0,308,4.4,8.2,0.5429999999999999,0.0,0.0,,4.4,8.2,0.5429999999999999,4.2,7.0,0.6,2.3,4.9,7.2,1.3,0.7,2.3,1.5,6.8,13.1
William Bedford,27,8,3,65,2.8,13.3,0.20800000000000002,0.0,1.1,0.0,2.8,12.2,0.22699999999999998,5.0,7.8,0.643,5.0,7.2,12.2,2.2,1.1,2.2,2.2,7.8,10.5
Gerald Henderson,35,10,1,40,3.6,14.4,0.25,0.0,2.7,0.0,3.6,11.7,0.308,0.0,0.0,,0.9,0.0,0.9,5.4,0.9,0.0,0.0,3.6,7.2
Scott Hastings,30,10,0,35,3.1,6.2,0.5,2.1,4.1,0.5,1.0,2.1,0.5,0.0,0.0,,2.1,4.1,6.2,3.1,0.0,1.0,1.0,6.2,8.2
Tree Rollins,35,6,0,32,2.3,2.3,1.0,0.0,0.0,,2.3,2.3,1.0,0.0,0.0,,1.1,2.3,3.4,0.0,1.1,1.1,2.3,6.8,4.5
