SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,10,GSW,Tim Hardaway,24,9,9,396,8.2,16.8,0.49,1.5,4.4,0.35,6.6,12.5,0.53,2.7,3.5,0.79,0.5,2.5,3.0,9.2,2.5,0.6,2.3,2.0,20.6
1991,10,GSW,Mitch Richmond,25,9,9,372,8.2,16.4,0.5,0.8,2.3,0.33,7.5,14.0,0.53,2.2,2.3,0.96,1.0,3.6,4.5,2.1,0.5,0.6,1.6,2.7,19.5
1991,10,GSW,Chris Mullin,27,8,8,366,6.8,12.9,0.53,0.9,1.3,0.69,5.9,11.6,0.51,4.2,4.9,0.86,0.9,4.8,5.7,2.3,1.5,1.2,2.5,2.3,18.7
1991,10,GSW,Rod Higgins,31,9,3,214,4.4,10.3,0.43,1.3,4.4,0.31,3.0,5.9,0.51,3.9,4.7,0.82,1.5,3.4,4.9,3.0,0.3,1.3,1.2,4.7,14.0
1991,10,GSW,AarAnas MarAiulionis,26,9,0,206,7.3,14.7,0.5,0.0,0.2,0.0,7.3,14.5,0.51,6.1,6.8,0.9,1.4,2.6,4.0,4.7,1.9,0.2,2.4,3.7,20.8
1991,10,GSW,Mario Elie,27,9,7,197,5.1,10.2,0.5,0.2,0.2,1.0,4.9,10.1,0.49,4.9,5.8,0.84,3.1,2.7,5.8,2.4,0.9,0.2,1.8,5.8,15.4
1991,10,GSW,Jim Petersen,28,9,4,117,3.7,5.2,0.71,0.0,0.0,,3.7,5.2,0.71,1.5,2.5,0.62,1.2,7.1,8.3,0.9,0.6,1.2,0.6,10.8,8.9
1991,10,GSW,Tom Tolbert,25,9,0,116,4.3,10.2,0.42,0.3,0.9,0.33,4.0,9.3,0.43,0.9,3.4,0.27,0.0,5.6,5.6,2.5,0.9,1.2,1.2,9.0,9.9
1991,10,GSW,Tyrone Hill,22,9,0,80,4.1,6.3,0.64,0.0,0.5,0.0,4.1,5.9,0.69,1.8,2.7,0.67,3.2,7.2,10.4,0.9,1.4,1.8,0.9,11.3,9.9
1991,10,GSW,Alton Lister,32,6,5,72,6.0,12.5,0.48,0.0,0.0,,6.0,12.5,0.48,1.0,2.5,0.4,3.5,10.5,14.0,1.0,0.0,3.5,4.0,7.5,13.0
1991,10,GSW,Vincent Askew,24,6,0,41,5.3,13.2,0.4,0.0,0.0,,5.3,13.2,0.4,2.6,5.3,0.5,4.4,5.3,9.7,1.8,1.8,0.0,0.0,5.3,13.2
1991,10,GSW,Paul Mokeski,34,3,0,8,4.5,4.5,1.0,0.0,0.0,,4.5,4.5,1.0,0.0,0.0,,0.0,9.0,9.0,4.5,4.5,0.0,4.5,18.0,9.0
