SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,7,DAL,Jay Vincent,22.0,81,62.0,2626,719,1448,0.5,1,4,0.25,718,1444,0.5,0.5,293,409,0.72,182,383,565,176,89,22,194,308,1732
1982,7,DAL,Brad Davis,26.0,82,82.0,2614,397,771,0.52,14,49,0.29,383,722,0.53,0.52,185,230,0.8,35,191,226,509,73,6,159,218,993
1982,7,DAL,Allan Bristow,30.0,82,54.0,2035,218,499,0.44,3,18,0.17,215,481,0.45,0.44,134,164,0.82,119,220,339,448,65,6,165,222,573
1982,7,DAL,Elston Turner,22.0,80,62.0,1996,282,639,0.44,0,4,0.0,282,635,0.44,0.44,97,138,0.7,143,158,301,189,75,2,116,182,661
1982,7,DAL,Rolando Blackman,22.0,82,16.0,1979,439,855,0.51,1,4,0.25,438,851,0.52,0.51,212,276,0.77,97,157,254,105,46,30,113,122,1091
1982,7,DAL,Wayne Cooper,25.0,76,38.0,1818,281,669,0.42,1,8,0.12,280,661,0.42,0.42,119,160,0.74,200,350,550,115,37,106,88,285,682
1982,7,DAL,Jim Spanarkel,24.0,82,1.0,1755,270,564,0.48,8,24,0.33,262,540,0.48,0.49,279,327,0.85,99,111,210,206,86,9,111,140,827
1982,7,DAL,Mark Aguirre,22.0,51,20.0,1468,381,820,0.46,25,71,0.35,356,749,0.48,0.48,168,247,0.68,89,160,249,164,37,22,135,152,955
1982,7,DAL,Kurt Nimphius,23.0,63,27.0,1085,137,297,0.46,0,0,,137,297,0.46,0.46,63,108,0.58,92,203,295,61,17,82,56,190,337
1982,7,DAL,Scott Lloyd,29.0,74,17.0,1047,108,285,0.38,2,4,0.5,106,281,0.38,0.38,69,91,0.76,60,103,163,67,15,7,59,175,287
1982,7,DAL,Tom LaGarde,26.0,47,28.0,909,113,269,0.42,0,2,0.0,113,267,0.42,0.42,86,166,0.52,63,147,210,49,17,17,82,138,312
1982,7,DAL,Clarence Kea,22.0,35,0.0,248,26,49,0.53,0,0,,26,49,0.53,0.53,29,42,0.69,26,35,61,14,4,3,16,55,81
1982,7,DAL,Ollie Mack,24.0,13,3.0,150,19,59,0.32,0,2,0.0,19,57,0.33,0.32,6,8,0.75,8,10,18,14,5,1,4,6,44
1982,7,DAL,Team Totals,,82,,19730,3390,7224,0.47,55,190,0.29,3335,7034,0.47,0.47,1740,2366,0.74,1213,2228,3441,2117,566,313,1317,2193,8575
