Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1998,12,636,IND,Indiana Pacers,22.0,NBA,PF,26.0,0.0,243.0,7.2,19.3,0.37,0.9,2.9,0.31,6.3,16.4,0.38,1.8,3.1,0.57,2.2,7.9,10.1,1.8,2.0,1.1,2.9,7.2,17.1,,83.0,100.0
1999,12,636,IND,Indiana Pacers,23.0,NBA,PF,27.0,0.0,249.0,7.1,16.7,0.43,1.8,6.5,0.28,5.4,10.3,0.52,4.5,5.1,0.87,3.6,6.5,10.0,2.2,1.6,1.8,5.1,7.1,20.5,,96.0,104.0
2001,12,636,IND,Indiana Pacers,25.0,NBA,PF,81.0,23.0,1874.0,7.9,20.1,0.39,2.0,5.9,0.34,5.9,14.2,0.42,5.7,6.6,0.87,3.5,7.6,11.1,2.6,1.0,1.4,3.9,5.2,23.6,,99.0,103.0
2002,12,636,IND,Indiana Pacers,26.0,NBA,PF,76.0,1.0,1286.0,7.5,18.2,0.41,2.0,5.9,0.34,5.5,12.3,0.45,3.9,4.6,0.85,3.0,8.9,11.9,3.1,1.1,1.2,2.7,4.3,20.9,,104.0,104.0
2003,12,636,IND,Indiana Pacers,27.0,NBA,PF,49.0,0.0,633.0,7.1,17.3,0.41,2.2,5.7,0.39,4.9,11.6,0.42,4.4,5.4,0.82,3.3,9.5,12.8,4.6,0.5,1.1,2.3,4.0,20.9,,111.0,102.0
2004,12,636,IND,Indiana Pacers,28.0,NBA,PF,77.0,0.0,1051.0,6.2,16.0,0.39,2.9,7.5,0.39,3.3,8.5,0.39,4.9,5.4,0.89,3.1,9.6,12.7,2.7,1.3,0.7,2.9,5.3,20.2,,108.0,98.0
2005,12,636,IND,Indiana Pacers,29.0,NBA,PF,73.0,22.0,1827.0,5.7,15.0,0.38,1.4,5.2,0.26,4.3,9.7,0.44,6.8,7.7,0.88,3.1,8.2,11.3,3.0,1.4,0.5,3.1,4.6,19.5,,106.0,105.0
2006,12,636,IND,Indiana Pacers,30.0,NBA,PF,50.0,26.0,1148.0,6.2,13.3,0.46,2.5,6.5,0.39,3.6,6.8,0.54,4.2,4.8,0.88,2.9,9.5,12.4,2.9,1.0,0.3,2.2,4.9,19.0,,121.0,103.0
2007,7,636,DAL,Dallas Mavericks,31.0,NBA,PF,61.0,2.0,727.0,5.8,16.4,0.35,1.9,6.7,0.29,3.8,9.7,0.4,3.3,3.8,0.86,2.4,11.3,13.7,3.2,1.0,0.4,2.4,5.0,16.7,,100.0,102.0
2008,10,636,GSW,Golden State Warriors,32.0,NBA,PF,44.0,0.0,457.0,6.5,14.6,0.44,2.3,6.5,0.36,4.1,8.1,0.51,3.1,3.4,0.91,3.5,7.5,11.1,3.2,0.9,0.6,2.3,6.4,18.4,,116.0,111.0
2009,31,636,TOT,Total After Trade,33.0,NBA,PF,14.0,0.0,100.0,7.3,20.4,0.36,2.6,7.9,0.33,4.7,12.6,0.38,3.7,6.3,0.58,5.8,12.1,17.8,4.7,0.5,0.5,3.1,2.6,21.0,,99.0,106.0
2009,17,636,MIL,Milwaukee Bucks,33.0,NBA,PF,11.0,0.0,77.0,8.1,20.2,0.4,3.4,7.4,0.46,4.7,12.8,0.37,4.7,7.4,0.64,4.7,11.4,16.2,4.0,0.7,0.7,2.7,2.7,24.2,,109.0,107.0
2009,27,636,SAS,San Antonio Spurs,33.0,NBA,PF,3.0,0.0,23.0,4.7,21.2,0.22,0.0,9.4,0.0,4.7,11.8,0.4,0.0,2.4,0.0,9.4,14.2,23.6,7.1,0.0,0.0,4.7,2.4,9.4,,69.0,105.0
