Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2005,29.0,NJN,NBA,SF,2.0,2.0,-19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,,0.0,0.0,0.0,-0.562,,-22.2,-14.3,-36.5,0.0
2006,30.0,WAS,NBA,SG,3.0,14.0,-20.0,0.114,0.571,0.571,0.0,8.8,4.2,0.0,0.0,0.0,0.0,29.3,,-0.1,0.0,-0.1,-0.491,,-19.9,-9.1,-29.0,-0.1
2008,32.0,CLE,NBA,SF,3.0,8.0,26.8,0.75,1.0,0.0,0.0,15.5,7.6,23.9,7.0,0.0,0.0,11.9,,0.0,0.0,0.1,0.351,,9.8,8.8,18.6,0.0
