Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2183,19,0,3.9,0.6,1.4,0.43,0.0,0.0,0,0.6,1.4,0.43,0.43,0.0,0.1,0,0.3,0.9,1.2,0.2,0.1,0.0,0.2,0.9,1.3
