PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Desmond Mason,29,75,75,2575,8.4,18.6,0.452,0.0,0.0,,8.4,18.6,0.452,4.4,6.7,0.6629999999999999,2.6,4.6,7.1,2.4,1.1,0.5,4.0,3.6,21.2,,95,109
Tyson Chandler,24,73,73,2525,6.2,9.9,0.624,0.0,0.0,0.0,6.2,9.8,0.625,2.2,4.2,0.527,6.7,12.3,19.0,1.4,0.8,2.7,2.7,5.1,14.5,,117,103
Chris Paul,21,64,64,2353,8.6,19.7,0.43700000000000006,1.1,3.2,0.35,7.5,16.5,0.455,6.6,8.1,0.818,1.2,5.1,6.3,12.9,2.7,0.1,3.6,3.5,25.0,,116,106
Rasual Butler,27,81,38,2223,7.5,18.9,0.39799999999999996,3.2,8.7,0.369,4.3,10.2,0.424,1.3,2.1,0.644,1.0,5.1,6.1,1.5,1.0,1.3,1.6,3.5,19.6,,102,108
David West,26,52,52,1900,10.6,22.2,0.47600000000000003,0.2,0.7,0.32,10.3,21.5,0.48100000000000004,5.2,6.4,0.8240000000000001,3.5,8.3,11.9,3.2,1.2,1.1,2.7,4.0,26.6,,110,106
Jannero Pargo,27,82,7,1710,8.8,21.5,0.409,2.5,6.5,0.38799999999999996,6.3,15.0,0.418,3.2,3.8,0.852,0.6,5.0,5.6,6.3,1.6,0.1,3.8,3.8,23.4,,100,108
Devin Brown,28,58,49,1662,7.5,17.8,0.42,2.6,7.3,0.35700000000000004,4.9,10.5,0.46299999999999997,3.9,5.0,0.794,1.8,6.3,8.0,4.8,1.4,0.3,2.9,4.4,21.4,,109,108
Bobby Jackson,33,56,2,1330,8.2,20.7,0.39399999999999996,2.2,6.6,0.327,6.0,14.1,0.425,5.2,6.7,0.774,1.7,5.4,7.1,5.6,2.0,0.2,3.1,3.9,23.7,,104,107
Marc Jackson,32,56,25,1025,8.3,20.1,0.41,0.0,0.1,0.0,8.3,20.1,0.41100000000000003,4.7,5.3,0.8740000000000001,3.2,6.7,10.0,3.0,1.1,0.4,3.4,4.6,21.2,,97,108
Linton Johnson,26,54,0,720,6.9,14.0,0.489,0.7,2.2,0.33299999999999996,6.1,11.8,0.519,2.2,2.7,0.8109999999999999,3.8,8.2,12.0,1.3,2.4,1.3,2.0,7.5,16.7,,111,103
Hilton Armstrong,22,56,5,634,5.7,10.5,0.544,0.0,0.0,,5.7,10.5,0.544,3.4,5.6,0.597,4.9,7.6,12.5,0.8,1.0,2.2,2.9,6.6,14.8,,106,105
Cedric Simmons,21,43,4,534,5.5,13.2,0.41700000000000004,0.0,0.0,,5.5,13.2,0.41700000000000004,1.6,3.3,0.485,4.4,6.3,10.7,1.2,0.8,2.3,2.2,7.5,12.6,,92,107
Peja Stojaković,29,13,13,425,10.4,24.5,0.423,4.3,10.5,0.405,6.1,14.0,0.43799999999999994,3.9,4.8,0.816,1.4,5.4,6.8,1.4,1.0,0.5,2.4,3.6,28.9,,108,109
Brandon Bass,21,21,3,162,4.9,14.4,0.341,0.0,0.3,0.0,4.9,14.1,0.349,3.9,5.3,0.75,4.3,9.9,14.1,1.0,0.7,1.0,3.3,5.3,13.8,,86,106
Marcus Vinicius,22,13,0,103,3.6,7.7,0.467,1.5,3.6,0.429,2.1,4.1,0.5,2.6,3.6,0.7140000000000001,1.0,4.6,5.7,2.6,1.0,0.5,3.1,5.2,11.4,,102,109
